"UnionTerritories","Year","Quarter","Brands","User_Count","User_Percentage"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","Motorola","3454","2.17808"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","Apple","3276","2.06583"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","Huawei","2827","1.7827"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","OnePlus","2202","1.38857"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","Others","16282","10.2674"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Xiaomi","43202","24.4177"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Vivo","37115","20.9773"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Samsung","31867","18.0112"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Oppo","20623","11.6561"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Realme","10150","5.73676"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Lenovo","3660","2.06863"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Motorola","3640","2.05732"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Apple","3605","2.03754"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Huawei","3096","1.74985"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","OnePlus","2366","1.33726"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","Others","17605","9.95032"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Xiaomi","48012","24.2978"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Vivo","42886","21.7037"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Samsung","35031","17.7284"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Oppo","23415","11.8498"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Realme","12044","6.0952"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Apple","3874","1.96055"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Motorola","3849","1.94789"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Lenovo","3794","1.92006"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Huawei","3405","1.7232"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","OnePlus","2529","1.27987"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","Others","18759","9.49352"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Xiaomi","52683","24.1117"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Vivo","48874","22.3684"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Samsung","38134","17.453"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Oppo","26282","12.0286"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Realme","13927","6.37403"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Apple","4178","1.91216"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Motorola","4028","1.84351"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Lenovo","3944","1.80507"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Huawei","3732","1.70804"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","OnePlus","2682","1.22748"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","Others","20032","9.16813"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Xiaomi","58073","23.7213"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Vivo","56525","23.089"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Samsung","42346","17.2972"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Oppo","29921","12.2219"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Realme","16175","6.60706"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Apple","4502","1.83895"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Motorola","4308","1.7597"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Lenovo","4157","1.69802"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Huawei","4069","1.66208"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","OnePlus","2817","1.15067"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","Others","21921","8.95414"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Vivo","63527","23.7089"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Xiaomi","62612","23.3674"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Samsung","46194","17.24"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Oppo","33220","12.398"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Realme","18327","6.83981"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Apple","4852","1.81081"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Motorola","4473","1.66937"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Huawei","4325","1.61413"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Lenovo","4294","1.60256"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","OnePlus","2971","1.10881"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","Others","23151","8.64017"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Vivo","71995","24.2822"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Xiaomi","68314","23.0407"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Samsung","50714","17.1046"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Oppo","36932","12.4563"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Realme","20993","7.08044"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Apple","5335","1.79937"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Motorola","4712","1.58924"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Huawei","4635","1.56327"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Lenovo","4516","1.52314"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","OnePlus","3173","1.07018"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","Others","25174","8.49059"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Vivo","79699","24.7978"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Xiaomi","73383","22.8326"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Samsung","54230","16.8733"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Oppo","40045","12.4597"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Realme","23882","7.43071"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Apple","5784","1.79965"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Huawei","4871","1.51558"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Motorola","4859","1.51184"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Lenovo","4531","1.40979"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Tecno","3575","1.11233"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","Others","26537","8.25679"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Vivo","87001","25.2181"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Xiaomi","77605","22.4946"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Samsung","57137","16.5617"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Oppo","43131","12.502"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Realme","27996","8.11492"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Apple","6273","1.81829"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Huawei","4834","1.40118"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Motorola","4803","1.3922"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Tecno","4453","1.29075"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Lenovo","4280","1.2406"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","Others","27481","7.96565"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Vivo","95723","25.7407"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Xiaomi","82367","22.1492"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Samsung","59023","15.8718"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Oppo","46708","12.5602"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Realme","32929","8.85488"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Apple","6802","1.82911"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Tecno","5777","1.55348"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Motorola","4807","1.29264"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Huawei","4785","1.28673"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Infinix","4734","1.27301"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","Others","28219","7.58832"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Vivo","104203","26.1185"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Xiaomi","85964","21.5469"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Samsung","61231","15.3475"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Oppo","50155","12.5713"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Realme","39211","9.82823"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Apple","7542","1.8904"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Tecno","6955","1.74327"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Infinix","6018","1.50841"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","OnePlus","5332","1.33646"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Motorola","4828","1.21014"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","Others","27524","6.89889"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Vivo","111699","26.3087"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Xiaomi","89446","21.0674"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Samsung","63414","14.9361"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Oppo","53652","12.6368"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Realme","44772","10.5453"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Apple","8300","1.95492"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Tecno","8287","1.95186"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Infinix","6909","1.62729"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","OnePlus","5945","1.40024"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Motorola","4850","1.14233"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","Others","27296","6.42909"
"delhi","2018","1","Xiaomi","529823","25.3866"
"delhi","2018","1","Samsung","407203","19.5112"
"delhi","2018","1","Vivo","223992","10.7326"
"delhi","2018","1","Oppo","186309","8.92703"
"delhi","2018","1","Apple","138507","6.63659"
"delhi","2018","1","Realme","88082","4.22046"
"delhi","2018","1","OnePlus","86368","4.13834"
"delhi","2018","1","Motorola","83639","4.00758"
"delhi","2018","1","Lenovo","52568","2.5188"
"delhi","2018","1","Huawei","37398","1.79193"
"delhi","2018","1","Others","253133","12.1289"
"delhi","2018","2","Xiaomi","708839","25.7185"
"delhi","2018","2","Samsung","532749","19.3295"
"delhi","2018","2","Vivo","313719","11.3825"
"delhi","2018","2","Oppo","254431","9.23142"
"delhi","2018","2","Apple","176650","6.40932"
"delhi","2018","2","Realme","113976","4.13535"
"delhi","2018","2","Motorola","107679","3.90688"
"delhi","2018","2","OnePlus","106333","3.85804"
"delhi","2018","2","Lenovo","66497","2.41268"
"delhi","2018","2","Huawei","50115","1.8183"
"delhi","2018","2","Others","325153","11.7974"
"delhi","2018","3","Xiaomi","908753","25.928"
"delhi","2018","3","Samsung","673829","19.2253"
"delhi","2018","3","Vivo","424455","12.1103"
"delhi","2018","3","Oppo","332529","9.48752"
"delhi","2018","3","Apple","218858","6.24432"
"delhi","2018","3","Realme","140759","4.01605"
"delhi","2018","3","Motorola","133126","3.79827"
"delhi","2018","3","OnePlus","126799","3.61775"
"delhi","2018","3","Lenovo","80056","2.28411"
"delhi","2018","3","Huawei","63709","1.81771"
"delhi","2018","3","Others","402038","11.4707"
"delhi","2018","4","Xiaomi","1206379","26.0539"
"delhi","2018","4","Samsung","892643","19.2782"
"delhi","2018","4","Vivo","605041","13.067"
"delhi","2018","4","Oppo","464753","10.0372"
"delhi","2018","4","Apple","279775","6.04225"
"delhi","2018","4","Realme","181855","3.92749"
"delhi","2018","4","Motorola","165627","3.57702"
"delhi","2018","4","OnePlus","155837","3.36558"
"delhi","2018","4","Lenovo","98258","2.12206"
"delhi","2018","4","Huawei","84942","1.83448"
"delhi","2018","4","Others","495203","10.6948"
"delhi","2019","1","Xiaomi","1428603","25.9781"
"delhi","2019","1","Samsung","1061515","19.3029"
"delhi","2019","1","Vivo","755967","13.7467"
"delhi","2019","1","Oppo","576484","10.4829"
"delhi","2019","1","Apple","324092","5.89337"
"delhi","2019","1","Realme","213758","3.88703"
"delhi","2019","1","Motorola","186450","3.39045"
"delhi","2019","1","OnePlus","175334","3.18832"
"delhi","2019","1","Lenovo","109111","1.9841"
"delhi","2019","1","Huawei","102139","1.85732"
"delhi","2019","1","Others","565810","10.2888"
"delhi","2019","2","Xiaomi","1597465","25.91"
"delhi","2019","2","Samsung","1188974","19.2845"
"delhi","2019","2","Vivo","879650","14.2674"
"delhi","2019","2","Oppo","664693","10.7809"
"delhi","2019","2","Apple","360575","5.84832"
"delhi","2019","2","Realme","240746","3.90476"
"delhi","2019","2","Motorola","200193","3.24701"
"delhi","2019","2","OnePlus","191881","3.1122"
"delhi","2019","2","Lenovo","115488","1.87315"
"delhi","2019","2","Huawei","114662","1.85975"
"delhi","2019","2","Others","611121","9.91203"
"delhi","2019","3","Xiaomi","1749719","25.7984"
"delhi","2019","3","Samsung","1305636","19.2507"
"delhi","2019","3","Vivo","1001823","14.7712"
"delhi","2019","3","Oppo","749989","11.0581"
"delhi","2019","3","Apple","392389","5.7855"
"delhi","2019","3","Realme","269723","3.97687"
"delhi","2019","3","Motorola","210710","3.10677"
"delhi","2019","3","OnePlus","206752","3.04841"
"delhi","2019","3","Huawei","125962","1.85722"
"delhi","2019","3","Lenovo","119861","1.76727"
"delhi","2019","3","Others","649722","9.57969"
"delhi","2019","4","Xiaomi","1872284","25.6833"
"delhi","2019","4","Samsung","1394404","19.1279"
"delhi","2019","4","Vivo","1114120","15.2831"
"delhi","2019","4","Oppo","825921","11.3297"
"delhi","2019","4","Apple","414754","5.68945"
"delhi","2019","4","Realme","300540","4.1227"
"delhi","2019","4","Motorola","217242","2.98005"
"delhi","2019","4","OnePlus","216727","2.97298"
"delhi","2019","4","Huawei","134371","1.84325"
"delhi","2019","4","Lenovo","121793","1.67071"
"delhi","2019","4","Others","677727","9.29682"
"delhi","2020","1","Xiaomi","1998766","25.5394"
"delhi","2020","1","Samsung","1484289","18.9656"
"delhi","2020","1","Vivo","1238728","15.828"
"delhi","2020","1","Oppo","909331","11.6191"
"delhi","2020","1","Apple","436979","5.58354"
"delhi","2020","1","Realme","333567","4.26219"
"delhi","2020","1","OnePlus","225852","2.88585"
"delhi","2020","1","Motorola","223909","2.86102"
"delhi","2020","1","Huawei","142660","1.82285"
"delhi","2020","1","Lenovo","124278","1.58797"
"delhi","2020","1","Others","707838","9.04447"
"delhi","2020","2","Xiaomi","2125586","25.3313"
"delhi","2020","2","Samsung","1585854","18.8992"
"delhi","2020","2","Vivo","1364186","16.2575"
"delhi","2020","2","Oppo","1002444","11.9465"
"delhi","2020","2","Apple","458450","5.4635"
"delhi","2020","2","Realme","366179","4.36388"
"delhi","2020","2","OnePlus","233802","2.7863"
"delhi","2020","2","Motorola","231246","2.75584"
"delhi","2020","2","Huawei","150807","1.79722"
"delhi","2020","2","Lenovo","127388","1.51813"
"delhi","2020","2","Others","745197","8.88076"
"delhi","2020","3","Xiaomi","2264717","25.0406"
"delhi","2020","3","Samsung","1707446","18.879"
"delhi","2020","3","Vivo","1516602","16.7688"
"delhi","2020","3","Oppo","1106202","12.2311"
"delhi","2020","3","Apple","485868","5.37217"
"delhi","2020","3","Realme","406930","4.49936"
"delhi","2020","3","OnePlus","244532","2.70375"
"delhi","2020","3","Motorola","238737","2.63968"
"delhi","2020","3","Huawei","159503","1.7636"
"delhi","2020","3","Lenovo","131036","1.44884"
"delhi","2020","3","Others","782601","8.6531"
"delhi","2020","4","Xiaomi","2416705","24.7919"
"delhi","2020","4","Samsung","1842707","18.9035"
"delhi","2020","4","Vivo","1673743","17.1702"
"delhi","2020","4","Oppo","1209582","12.4086"
"delhi","2020","4","Apple","518592","5.32"
"delhi","2020","4","Realme","452392","4.64089"
"delhi","2020","4","OnePlus","256533","2.63166"
"delhi","2020","4","Motorola","246834","2.53216"
"delhi","2020","4","Huawei","168898","1.73265"
"delhi","2020","4","Lenovo","134947","1.38436"
"delhi","2020","4","Others","827035","8.48418"
"delhi","2021","1","Xiaomi","2575350","24.604"
"delhi","2021","1","Samsung","1963994","18.7633"
"delhi","2021","1","Vivo","1839180","17.5709"
"delhi","2021","1","Oppo","1318743","12.5988"
"delhi","2021","1","Apple","555462","5.30669"
"delhi","2021","1","Realme","511070","4.88258"
"delhi","2021","1","OnePlus","269742","2.57702"
"delhi","2021","1","Motorola","253270","2.41965"
"delhi","2021","1","Huawei","175712","1.67869"
"delhi","2021","1","Lenovo","137068","1.3095"
"delhi","2021","1","Others","867619","8.28892"
"delhi","2021","2","Xiaomi","2731995","24.4306"
"delhi","2021","2","Samsung","2070161","18.5122"
"delhi","2021","2","Vivo","2011494","17.9876"
"delhi","2021","2","Oppo","1432860","12.8132"
"delhi","2021","2","Realme","596308","5.33242"
"delhi","2021","2","Apple","591905","5.29304"
"delhi","2021","2","OnePlus","291216","2.60417"
"delhi","2021","2","Motorola","252565","2.25853"
"delhi","2021","2","Huawei","176234","1.57595"
"delhi","2021","2","Lenovo","134680","1.20436"
"delhi","2021","2","Others","893281","7.98806"
"delhi","2021","3","Xiaomi","2897206","24.1836"
"delhi","2021","3","Vivo","2220413","18.5342"
"delhi","2021","3","Samsung","2149622","17.9433"
"delhi","2021","3","Oppo","1566918","13.0794"
"delhi","2021","3","Realme","707377","5.90462"
"delhi","2021","3","Apple","631640","5.27243"
"delhi","2021","3","OnePlus","331920","2.7706"
"delhi","2021","3","Motorola","250528","2.09121"
"delhi","2021","3","Huawei","172290","1.43814"
"delhi","2021","3","Tecno","148235","1.23735"
"delhi","2021","3","Others","903912","7.54514"
"delhi","2021","4","Xiaomi","3028207","23.6854"
"delhi","2021","4","Vivo","2413197","18.875"
"delhi","2021","4","Samsung","2238115","17.5056"
"delhi","2021","4","Oppo","1697646","13.2783"
"delhi","2021","4","Realme","840595","6.57479"
"delhi","2021","4","Apple","705541","5.51845"
"delhi","2021","4","OnePlus","369158","2.8874"
"delhi","2021","4","Motorola","250976","1.96303"
"delhi","2021","4","Tecno","176336","1.37923"
"delhi","2021","4","Huawei","166930","1.30566"
"delhi","2021","4","Others","898426","7.02712"
"delhi","2022","1","Xiaomi","3155264","23.3047"
"delhi","2022","1","Vivo","2586749","19.1056"
"delhi","2022","1","Samsung","2320460","17.1388"
"delhi","2022","1","Oppo","1817979","13.4275"
"delhi","2022","1","Realme","964540","7.12406"
"delhi","2022","1","Apple","761100","5.62146"
"delhi","2022","1","OnePlus","404741","2.9894"
"delhi","2022","1","Motorola","252427","1.86442"
"delhi","2022","1","Tecno","206904","1.52819"
"delhi","2022","1","Huawei","164421","1.21441"
"delhi","2022","1","Others","904612","6.68143"
"jammu-&-kashmir","2018","1","Xiaomi","60568","34.3307"
"jammu-&-kashmir","2018","1","Samsung","37991","21.5338"
"jammu-&-kashmir","2018","1","Vivo","17309","9.81097"
"jammu-&-kashmir","2018","1","Oppo","13523","7.66501"
"jammu-&-kashmir","2018","1","Apple","6429","3.64404"
"jammu-&-kashmir","2018","1","Realme","6145","3.48307"
"jammu-&-kashmir","2018","1","OnePlus","3894","2.20717"
"jammu-&-kashmir","2018","1","Motorola","3348","1.89769"
"jammu-&-kashmir","2018","1","Micromax","3103","1.75882"
"jammu-&-kashmir","2018","1","Lenovo","3052","1.72991"
"jammu-&-kashmir","2018","1","Others","21063","11.9388"
"jammu-&-kashmir","2018","2","Xiaomi","92362","35.3054"
"jammu-&-kashmir","2018","2","Samsung","55791","21.3261"
"jammu-&-kashmir","2018","2","Vivo","26958","10.3047"
"jammu-&-kashmir","2018","2","Oppo","20994","8.02495"
"jammu-&-kashmir","2018","2","Realme","9196","3.51517"
"jammu-&-kashmir","2018","2","Apple","8919","3.40929"
"jammu-&-kashmir","2018","2","OnePlus","5028","1.92195"
"jammu-&-kashmir","2018","2","Motorola","4756","1.81798"
"jammu-&-kashmir","2018","2","Micromax","4375","1.67234"
"jammu-&-kashmir","2018","2","Lenovo","4230","1.61692"
"jammu-&-kashmir","2018","2","Others","29000","11.0852"
"jammu-&-kashmir","2018","3","Xiaomi","120343","35.1337"
"jammu-&-kashmir","2018","3","Samsung","74506","21.7517"
"jammu-&-kashmir","2018","3","Vivo","38216","11.157"
"jammu-&-kashmir","2018","3","Oppo","28915","8.44162"
"jammu-&-kashmir","2018","3","Realme","12323","3.59765"
"jammu-&-kashmir","2018","3","Apple","10996","3.21024"
"jammu-&-kashmir","2018","3","Motorola","6291","1.83663"
"jammu-&-kashmir","2018","3","OnePlus","6276","1.83225"
"jammu-&-kashmir","2018","3","Lenovo","4936","1.44105"
"jammu-&-kashmir","2018","3","Micromax","4850","1.41594"
"jammu-&-kashmir","2018","3","Others","34877","10.1822"
"jammu-&-kashmir","2018","4","Xiaomi","153238","35.101"
"jammu-&-kashmir","2018","4","Samsung","95846","21.9547"
"jammu-&-kashmir","2018","4","Vivo","52004","11.9121"
"jammu-&-kashmir","2018","4","Oppo","38530","8.82576"
"jammu-&-kashmir","2018","4","Realme","15898","3.64163"
"jammu-&-kashmir","2018","4","Apple","13747","3.14892"
"jammu-&-kashmir","2018","4","Motorola","7823","1.79195"
"jammu-&-kashmir","2018","4","OnePlus","7434","1.70285"
"jammu-&-kashmir","2018","4","Lenovo","6134","1.40507"
"jammu-&-kashmir","2018","4","Micromax","5165","1.18311"
"jammu-&-kashmir","2018","4","Others","40744","9.3329"
"jammu-&-kashmir","2019","1","Xiaomi","189565","35.7219"
"jammu-&-kashmir","2019","1","Samsung","115108","21.6911"
"jammu-&-kashmir","2019","1","Vivo","64897","12.2293"
"jammu-&-kashmir","2019","1","Oppo","48082","9.06064"
"jammu-&-kashmir","2019","1","Realme","19564","3.68667"
"jammu-&-kashmir","2019","1","Apple","16067","3.02769"
"jammu-&-kashmir","2019","1","Motorola","8760","1.65075"
"jammu-&-kashmir","2019","1","OnePlus","8604","1.62135"
"jammu-&-kashmir","2019","1","Lenovo","6906","1.30138"
"jammu-&-kashmir","2019","1","Huawei","6060","1.14195"
"jammu-&-kashmir","2019","1","Others","47056","8.8673"
"jammu-&-kashmir","2019","2","Xiaomi","226055","35.8139"
"jammu-&-kashmir","2019","2","Samsung","138016","21.8659"
"jammu-&-kashmir","2019","2","Vivo","79073","12.5275"
"jammu-&-kashmir","2019","2","Oppo","58451","9.2604"
"jammu-&-kashmir","2019","2","Realme","23049","3.65166"
"jammu-&-kashmir","2019","2","Apple","18515","2.93333"
"jammu-&-kashmir","2019","2","Motorola","10033","1.58953"
"jammu-&-kashmir","2019","2","OnePlus","9437","1.49511"
"jammu-&-kashmir","2019","2","Lenovo","7950","1.25952"
"jammu-&-kashmir","2019","2","Huawei","7185","1.13832"
"jammu-&-kashmir","2019","2","Others","53429","8.46476"
"jammu-&-kashmir","2019","3","Xiaomi","236869","35.9735"
"jammu-&-kashmir","2019","3","Samsung","142362","21.6206"
"jammu-&-kashmir","2019","3","Vivo","84230","12.7921"
"jammu-&-kashmir","2019","3","Oppo","61563","9.34961"
"jammu-&-kashmir","2019","3","Realme","24963","3.79115"
"jammu-&-kashmir","2019","3","Apple","19748","2.99914"
"jammu-&-kashmir","2019","3","Motorola","10184","1.54665"
"jammu-&-kashmir","2019","3","OnePlus","10037","1.52433"
"jammu-&-kashmir","2019","3","Huawei","7699","1.16925"
"jammu-&-kashmir","2019","3","Lenovo","7208","1.09468"
"jammu-&-kashmir","2019","3","Others","53592","8.13905"
"jammu-&-kashmir","2019","4","Xiaomi","241041","35.7964"
"jammu-&-kashmir","2019","4","Samsung","144994","21.5327"
"jammu-&-kashmir","2019","4","Vivo","88428","13.1322"
"jammu-&-kashmir","2019","4","Oppo","64384","9.5615"
"jammu-&-kashmir","2019","4","Realme","26716","3.96752"
"jammu-&-kashmir","2019","4","Apple","20684","3.07173"
"jammu-&-kashmir","2019","4","OnePlus","10484","1.55695"
"jammu-&-kashmir","2019","4","Motorola","10294","1.52874"
"jammu-&-kashmir","2019","4","Huawei","7979","1.18494"
"jammu-&-kashmir","2019","4","Lenovo","7023","1.04297"
"jammu-&-kashmir","2019","4","Others","51340","7.62437"
"jammu-&-kashmir","2020","1","Xiaomi","262773","35.7316"
"jammu-&-kashmir","2020","1","Samsung","157318","21.3919"
"jammu-&-kashmir","2020","1","Vivo","99861","13.579"
"jammu-&-kashmir","2020","1","Oppo","71729","9.75363"
"jammu-&-kashmir","2020","1","Realme","30778","4.18516"
"jammu-&-kashmir","2020","1","Apple","22380","3.04321"
"jammu-&-kashmir","2020","1","OnePlus","11146","1.51562"
"jammu-&-kashmir","2020","1","Motorola","10674","1.45144"
"jammu-&-kashmir","2020","1","Huawei","8727","1.18669"
"jammu-&-kashmir","2020","1","Lenovo","7362","1.00108"
"jammu-&-kashmir","2020","1","Others","52660","7.16065"
"jammu-&-kashmir","2020","2","Xiaomi","302140","35.7438"
"jammu-&-kashmir","2020","2","Samsung","179346","21.217"
"jammu-&-kashmir","2020","2","Vivo","119239","14.1062"
"jammu-&-kashmir","2020","2","Oppo","84526","9.9996"
"jammu-&-kashmir","2020","2","Realme","36913","4.36688"
"jammu-&-kashmir","2020","2","Apple","24262","2.87024"
"jammu-&-kashmir","2020","2","OnePlus","11743","1.38922"
"jammu-&-kashmir","2020","2","Motorola","11504","1.36095"
"jammu-&-kashmir","2020","2","Huawei","9753","1.1538"
"jammu-&-kashmir","2020","2","Lenovo","7829","0.926187"
"jammu-&-kashmir","2020","2","Others","58039","6.86613"
"jammu-&-kashmir","2020","3","Xiaomi","337986","35.5843"
"jammu-&-kashmir","2020","3","Samsung","202520","21.322"
"jammu-&-kashmir","2020","3","Vivo","138487","14.5804"
"jammu-&-kashmir","2020","3","Oppo","95838","10.0901"
"jammu-&-kashmir","2020","3","Realme","44231","4.65678"
"jammu-&-kashmir","2020","3","Apple","26378","2.77716"
"jammu-&-kashmir","2020","3","OnePlus","12578","1.32425"
"jammu-&-kashmir","2020","3","Motorola","12094","1.2733"
"jammu-&-kashmir","2020","3","Huawei","10606","1.11663"
"jammu-&-kashmir","2020","3","Lenovo","8223","0.865744"
"jammu-&-kashmir","2020","3","Others","60878","6.40943"
"jammu-&-kashmir","2020","4","Xiaomi","383539","35.5451"
"jammu-&-kashmir","2020","4","Samsung","231979","21.499"
"jammu-&-kashmir","2020","4","Vivo","158472","14.6866"
"jammu-&-kashmir","2020","4","Oppo","109614","10.1586"
"jammu-&-kashmir","2020","4","Realme","53415","4.95032"
