"State","Year","Quarter","Brands","User_Count","User_Percentage"
"goa","2021","4","Apple","33398","4.79046"
"goa","2021","4","OnePlus","24355","3.49337"
"goa","2021","4","Motorola","16068","2.30472"
"goa","2021","4","Huawei","10899","1.5633"
"goa","2021","4","Tecno","9081","1.30254"
"goa","2021","4","Others","50052","7.17923"
"goa","2022","1","Xiaomi","181266","24.5409"
"goa","2022","1","Samsung","146487","19.8323"
"goa","2022","1","Vivo","118448","16.0362"
"goa","2022","1","Oppo","80145","10.8505"
"goa","2022","1","Realme","60870","8.24095"
"goa","2022","1","Apple","36235","4.90572"
"goa","2022","1","OnePlus","26283","3.55835"
"goa","2022","1","Motorola","16125","2.1831"
"goa","2022","1","Huawei","10823","1.46528"
"goa","2022","1","Tecno","10780","1.45946"
"goa","2022","1","Others","51166","6.92717"
"gujarat","2018","1","Xiaomi","655082","24.3521"
"gujarat","2018","1","Samsung","589816","21.9259"
"gujarat","2018","1","Vivo","424397","15.7766"
"gujarat","2018","1","Oppo","297896","11.074"
"gujarat","2018","1","Apple","124833","4.64055"
"gujarat","2018","1","Realme","107796","4.00721"
"gujarat","2018","1","OnePlus","85786","3.18901"
"gujarat","2018","1","Lenovo","74654","2.77519"
"gujarat","2018","1","Motorola","65692","2.44204"
"gujarat","2018","1","Huawei","32104","1.19344"
"gujarat","2018","1","Others","231992","8.62408"
"gujarat","2018","2","Xiaomi","877057","24.5962"
"gujarat","2018","2","Samsung","771605","21.6389"
"gujarat","2018","2","Vivo","588311","16.4986"
"gujarat","2018","2","Oppo","406366","11.3961"
"gujarat","2018","2","Apple","158941","4.45734"
"gujarat","2018","2","Realme","139735","3.91873"
"gujarat","2018","2","OnePlus","104673","2.93545"
"gujarat","2018","2","Lenovo","94848","2.65992"
"gujarat","2018","2","Motorola","82342","2.3092"
"gujarat","2018","2","Huawei","42387","1.1887"
"gujarat","2018","2","Others","299560","8.40086"
"gujarat","2018","3","Xiaomi","1090580","24.6004"
"gujarat","2018","3","Samsung","952941","21.4956"
"gujarat","2018","3","Vivo","773925","17.4575"
"gujarat","2018","3","Oppo","521622","11.7663"
"gujarat","2018","3","Apple","186759","4.21275"
"gujarat","2018","3","Realme","171742","3.87401"
"gujarat","2018","3","OnePlus","121797","2.74739"
"gujarat","2018","3","Lenovo","107576","2.42661"
"gujarat","2018","3","Motorola","95285","2.14936"
"gujarat","2018","3","Huawei","53733","1.21206"
"gujarat","2018","3","Others","357223","8.05793"
"gujarat","2018","4","Xiaomi","1363826","24.4455"
"gujarat","2018","4","Samsung","1194869","21.4171"
"gujarat","2018","4","Vivo","1025717","18.3852"
"gujarat","2018","4","Oppo","679260","12.1752"
"gujarat","2018","4","Apple","230209","4.12632"
"gujarat","2018","4","Realme","212094","3.80162"
"gujarat","2018","4","OnePlus","145412","2.6064"
"gujarat","2018","4","Lenovo","127399","2.28353"
"gujarat","2018","4","Motorola","112287","2.01266"
"gujarat","2018","4","Huawei","68005","1.21894"
"gujarat","2018","4","Others","419962","7.5275"
"gujarat","2019","1","Xiaomi","1611706","24.2269"
"gujarat","2019","1","Samsung","1419211","21.3334"
"gujarat","2019","1","Vivo","1271697","19.116"
"gujarat","2019","1","Oppo","837507","12.5893"
"gujarat","2019","1","Apple","266733","4.00949"
"gujarat","2019","1","Realme","248960","3.74233"
"gujarat","2019","1","OnePlus","164369","2.47077"
"gujarat","2019","1","Lenovo","143180","2.15226"
"gujarat","2019","1","Motorola","124721","1.87479"
"gujarat","2019","1","Huawei","81525","1.22547"
"gujarat","2019","1","Others","482927","7.25929"
"gujarat","2019","2","Xiaomi","1819154","24.0164"
"gujarat","2019","2","Samsung","1612210","21.2843"
"gujarat","2019","2","Vivo","1487567","19.6388"
"gujarat","2019","2","Oppo","976688","12.8942"
"gujarat","2019","2","Apple","301303","3.97778"
"gujarat","2019","2","Realme","281975","3.72262"
"gujarat","2019","2","OnePlus","180243","2.37956"
"gujarat","2019","2","Lenovo","158443","2.09175"
"gujarat","2019","2","Motorola","134995","1.7822"
"gujarat","2019","2","Huawei","92218","1.21746"
"gujarat","2019","2","Others","529849","6.99503"
"gujarat","2019","3","Xiaomi","2007322","23.8136"
"gujarat","2019","3","Samsung","1784247","21.1672"
"gujarat","2019","3","Vivo","1706171","20.241"
"gujarat","2019","3","Oppo","1111618","13.1875"
"gujarat","2019","3","Apple","330663","3.92278"
"gujarat","2019","3","Realme","318122","3.774"
"gujarat","2019","3","OnePlus","194687","2.30965"
"gujarat","2019","3","Lenovo","161748","1.91888"
"gujarat","2019","3","Motorola","141326","1.6766"
"gujarat","2019","3","Huawei","102241","1.21292"
"gujarat","2019","3","Others","571154","6.77582"
"gujarat","2019","4","Xiaomi","2194279","23.5342"
"gujarat","2019","4","Samsung","1961599","21.0386"
"gujarat","2019","4","Vivo","1944394","20.8541"
"gujarat","2019","4","Oppo","1262789","13.5437"
"gujarat","2019","4","Realme","362885","3.89203"
"gujarat","2019","4","Apple","353958","3.79629"
"gujarat","2019","4","OnePlus","206534","2.21513"
"gujarat","2019","4","Lenovo","169920","1.82243"
"gujarat","2019","4","Motorola","147476","1.58172"
"gujarat","2019","4","Huawei","111054","1.19108"
"gujarat","2019","4","Others","608911","6.53072"
"gujarat","2020","1","Xiaomi","2375291","23.1513"
"gujarat","2020","1","Vivo","2206536","21.5065"
"gujarat","2020","1","Samsung","2139753","20.8556"
"gujarat","2020","1","Oppo","1429059","13.9287"
"gujarat","2020","1","Realme","411217","4.00802"
"gujarat","2020","1","Apple","377075","3.67525"
"gujarat","2020","1","OnePlus","216733","2.11244"
"gujarat","2020","1","Lenovo","183981","1.79321"
"gujarat","2020","1","Motorola","152517","1.48654"
"gujarat","2020","1","Huawei","119412","1.16388"
"gujarat","2020","1","Others","648269","6.31851"
"gujarat","2020","2","Xiaomi","2596510","22.7911"
"gujarat","2020","2","Vivo","2517289","22.0957"
"gujarat","2020","2","Samsung","2358840","20.7049"
"gujarat","2020","2","Oppo","1638925","14.3858"
"gujarat","2020","2","Realme","464677","4.07874"
"gujarat","2020","2","Apple","399962","3.5107"
"gujarat","2020","2","OnePlus","225499","1.97934"
"gujarat","2020","2","Lenovo","199446","1.75065"
"gujarat","2020","2","Motorola","159087","1.3964"
"gujarat","2020","2","Huawei","128197","1.12526"
"gujarat","2020","2","Others","704225","6.18139"
"gujarat","2020","3","Vivo","2833786","22.7288"
"gujarat","2020","3","Xiaomi","2792901","22.4008"
"gujarat","2020","3","Samsung","2570866","20.62"
"gujarat","2020","3","Oppo","1827108","14.6546"
"gujarat","2020","3","Realme","525717","4.21658"
"gujarat","2020","3","Apple","425591","3.41351"
"gujarat","2020","3","OnePlus","236755","1.89892"
"gujarat","2020","3","Lenovo","211958","1.70004"
"gujarat","2020","3","Motorola","164618","1.32034"
"gujarat","2020","3","Huawei","135946","1.09037"
"gujarat","2020","3","Others","742601","5.95613"
"gujarat","2020","4","Vivo","3159752","23.2246"
"gujarat","2020","4","Xiaomi","2998305","22.0379"
"gujarat","2020","4","Samsung","2800655","20.5852"
"gujarat","2020","4","Oppo","2016643","14.8226"
"gujarat","2020","4","Realme","592948","4.35824"
"gujarat","2020","4","Apple","456563","3.3558"
"gujarat","2020","4","OnePlus","249222","1.83181"
"gujarat","2020","4","Lenovo","223106","1.63986"
"gujarat","2020","4","Motorola","170289","1.25165"
"gujarat","2020","4","Huawei","144035","1.05868"
"gujarat","2020","4","Others","793685","5.83369"
"gujarat","2021","1","Vivo","3492512","23.807"
"gujarat","2021","1","Xiaomi","3197714","21.7975"
"gujarat","2021","1","Samsung","2987011","20.3612"
"gujarat","2021","1","Oppo","2188804","14.9201"
"gujarat","2021","1","Realme","666628","4.54412"
"gujarat","2021","1","Apple","489078","3.33384"
"gujarat","2021","1","OnePlus","264150","1.8006"
"gujarat","2021","1","Lenovo","224880","1.53291"
"gujarat","2021","1","Motorola","174216","1.18756"
"gujarat","2021","1","Huawei","149907","1.02185"
"gujarat","2021","1","Others","835226","5.69338"
"gujarat","2021","2","Vivo","3834323","24.3666"
"gujarat","2021","2","Xiaomi","3362430","21.3678"
"gujarat","2021","2","Samsung","3154317","20.0453"
"gujarat","2021","2","Oppo","2364362","15.0252"
"gujarat","2021","2","Realme","790357","5.02261"
"gujarat","2021","2","Apple","529166","3.36278"
"gujarat","2021","2","OnePlus","293085","1.86251"
"gujarat","2021","2","Lenovo","218253","1.38697"
"gujarat","2021","2","Motorola","173429","1.10212"
"gujarat","2021","2","Huawei","146703","0.932277"
"gujarat","2021","2","Others","869556","5.52591"
"gujarat","2021","3","Vivo","4261214","25.1447"
"gujarat","2021","3","Xiaomi","3544088","20.9131"
"gujarat","2021","3","Samsung","3267319","19.2799"
"gujarat","2021","3","Oppo","2580826","15.229"
"gujarat","2021","3","Realme","932371","5.50177"
"gujarat","2021","3","Apple","569577","3.36098"
"gujarat","2021","3","OnePlus","345805","2.04054"
"gujarat","2021","3","Lenovo","210237","1.24057"
"gujarat","2021","3","Motorola","172358","1.01706"
"gujarat","2021","3","Tecno","161791","0.954702"
"gujarat","2021","3","Others","901175","5.31768"
"gujarat","2021","4","Vivo","4645259","25.6089"
"gujarat","2021","4","Xiaomi","3700589","20.4011"
"gujarat","2021","4","Samsung","3390165","18.6897"
"gujarat","2021","4","Oppo","2791203","15.3877"
"gujarat","2021","4","Realme","1116664","6.15608"
"gujarat","2021","4","Apple","635160","3.50159"
"gujarat","2021","4","OnePlus","397948","2.19386"
"gujarat","2021","4","Lenovo","199946","1.10229"
"gujarat","2021","4","Tecno","187064","1.03127"
"gujarat","2021","4","Motorola","174499","0.961999"
"gujarat","2021","4","Others","900704","4.96551"
"gujarat","2022","1","Vivo","4996272","25.934"
"gujarat","2022","1","Xiaomi","3842766","19.9466"
"gujarat","2022","1","Samsung","3511762","18.2284"
"gujarat","2022","1","Oppo","2996365","15.5532"
"gujarat","2022","1","Realme","1272108","6.6031"
"gujarat","2022","1","Apple","693504","3.59975"
"gujarat","2022","1","OnePlus","441053","2.28936"
"gujarat","2022","1","Tecno","223305","1.1591"
"gujarat","2022","1","Lenovo","203354","1.05554"
"gujarat","2022","1","Motorola","174739","0.907014"
"gujarat","2022","1","Others","910086","4.72396"
"haryana","2018","1","Xiaomi","444407","24.0564"
"haryana","2018","1","Samsung","394835","21.373"
"haryana","2018","1","Vivo","256267","13.8721"
"haryana","2018","1","Oppo","192587","10.425"
"haryana","2018","1","Apple","100085","5.41774"
"haryana","2018","1","Realme","89281","4.8329"
"haryana","2018","1","OnePlus","55486","3.00353"
"haryana","2018","1","Motorola","53420","2.8917"
"haryana","2018","1","Lenovo","34977","1.89335"
"haryana","2018","1","Huawei","29629","1.60386"
"haryana","2018","1","Others","196383","10.6305"
"haryana","2018","2","Xiaomi","599986","24.517"
"haryana","2018","2","Samsung","516011","21.0856"
"haryana","2018","2","Vivo","351564","14.3658"
"haryana","2018","2","Oppo","260510","10.6451"
"haryana","2018","2","Apple","127528","5.21114"
"haryana","2018","2","Realme","116691","4.76831"
"haryana","2018","2","Motorola","68775","2.81033"
"haryana","2018","2","OnePlus","67358","2.75243"
"haryana","2018","2","Lenovo","44001","1.798"
"haryana","2018","2","Huawei","39423","1.61093"
"haryana","2018","2","Others","255374","10.4353"
"haryana","2018","3","Xiaomi","751015","24.8648"
"haryana","2018","3","Samsung","630157","20.8634"
"haryana","2018","3","Vivo","451732","14.956"
"haryana","2018","3","Oppo","328450","10.8744"
"haryana","2018","3","Apple","152459","5.04765"
"haryana","2018","3","Realme","143729","4.75861"
"haryana","2018","3","Motorola","81942","2.71295"
"haryana","2018","3","OnePlus","79279","2.62479"
"haryana","2018","3","Huawei","50399","1.66862"
"haryana","2018","3","Lenovo","49707","1.64571"
"haryana","2018","3","Others","301529","9.98309"
"haryana","2018","4","Xiaomi","948615","25.0091"
"haryana","2018","4","Samsung","785842","20.7178"
"haryana","2018","4","Vivo","591623","15.5974"
"haryana","2018","4","Oppo","427382","11.2674"
"haryana","2018","4","Apple","187472","4.94248"
"haryana","2018","4","Realme","179167","4.72352"
"haryana","2018","4","Motorola","98841","2.60582"
"haryana","2018","4","OnePlus","93582","2.46718"
"haryana","2018","4","Huawei","65203","1.719"
"haryana","2018","4","Lenovo","59641","1.57236"
"haryana","2018","4","Others","355711","9.3779"
"haryana","2019","1","Xiaomi","1136307","25.0356"
"haryana","2019","1","Samsung","934852","20.597"
"haryana","2019","1","Vivo","732478","16.1383"
"haryana","2019","1","Oppo","527926","11.6315"
"haryana","2019","1","Apple","216144","4.76217"
"haryana","2019","1","Realme","213023","4.69341"
"haryana","2019","1","Motorola","111982","2.46723"
"haryana","2019","1","OnePlus","105006","2.31354"
"haryana","2019","1","Huawei","80507","1.77376"
"haryana","2019","1","Lenovo","67191","1.48038"
"haryana","2019","1","Others","413351","9.10712"
"haryana","2019","2","Xiaomi","1301537","25.1358"
"haryana","2019","2","Samsung","1060392","20.4787"
"haryana","2019","2","Vivo","854882","16.5098"
"haryana","2019","2","Oppo","615320","11.8833"
"haryana","2019","2","Realme","244076","4.71368"
"haryana","2019","2","Apple","243241","4.69756"
"haryana","2019","2","Motorola","122500","2.36576"
"haryana","2019","2","OnePlus","114507","2.2114"
"haryana","2019","2","Huawei","92344","1.78338"
"haryana","2019","2","Lenovo","72976","1.40934"
"haryana","2019","2","Others","456255","8.81136"
"haryana","2019","3","Xiaomi","1453801","25.136"
"haryana","2019","3","Samsung","1177753","20.3631"
"haryana","2019","3","Vivo","977699","16.9042"
"haryana","2019","3","Oppo","699529","12.0947"
"haryana","2019","3","Realme","278941","4.82284"
"haryana","2019","3","Apple","268393","4.64047"
"haryana","2019","3","Motorola","129804","2.24429"
"haryana","2019","3","OnePlus","123917","2.1425"
"haryana","2019","3","Huawei","103942","1.79714"
"haryana","2019","3","Lenovo","73965","1.27884"
"haryana","2019","3","Others","496008","8.57589"
"haryana","2019","4","Xiaomi","1597800","25.0963"
"haryana","2019","4","Samsung","1285177","20.186"
"haryana","2019","4","Vivo","1103105","17.3262"
"haryana","2019","4","Oppo","785251","12.3338"
"haryana","2019","4","Realme","319391","5.0166"
"haryana","2019","4","Apple","288206","4.52679"
"haryana","2019","4","Motorola","136766","2.14815"
"haryana","2019","4","OnePlus","130817","2.05471"
"haryana","2019","4","Huawei","113928","1.78944"
"haryana","2019","4","Lenovo","76631","1.20363"
"haryana","2019","4","Others","529607","8.31842"
"haryana","2020","1","Xiaomi","1753322","24.9805"
"haryana","2020","1","Samsung","1400065","19.9474"
"haryana","2020","1","Vivo","1250165","17.8117"
"haryana","2020","1","Oppo","881733","12.5625"
"haryana","2020","1","Realme","364011","5.18625"
"haryana","2020","1","Apple","308315","4.39272"
"haryana","2020","1","Motorola","143514","2.04472"
"haryana","2020","1","OnePlus","137007","1.95201"
"haryana","2020","1","Huawei","123916","1.76549"
"haryana","2020","1","Lenovo","80705","1.14985"
"haryana","2020","1","Others","576017","8.20681"
"haryana","2020","2","Xiaomi","1914791","24.9228"
"haryana","2020","2","Samsung","1520490","19.7906"
"haryana","2020","2","Vivo","1398622","18.2044"
"haryana","2020","2","Oppo","984512","12.8144"
"haryana","2020","2","Realme","407778","5.30762"
"haryana","2020","2","Apple","326534","4.25015"
"haryana","2020","2","Motorola","151138","1.96721"
"haryana","2020","2","OnePlus","142338","1.85267"
"haryana","2020","2","Huawei","133152","1.7331"
"haryana","2020","2","Lenovo","83928","1.0924"
"haryana","2020","2","Others","619595","8.06462"
"haryana","2020","3","Xiaomi","2075024","24.7061"
"haryana","2020","3","Samsung","1655037","19.7056"
"haryana","2020","3","Vivo","1573430","18.7339"
"haryana","2020","3","Oppo","1092131","13.0034"
"haryana","2020","3","Realme","459785","5.4744"
"haryana","2020","3","Apple","348330","4.14737"
"haryana","2020","3","Motorola","158324","1.88508"
"haryana","2020","3","OnePlus","149108","1.77535"
"haryana","2020","3","Huawei","142260","1.69381"
"haryana","2020","3","Lenovo","87838","1.04584"
"haryana","2020","3","Others","657549","7.82907"
"haryana","2020","4","Xiaomi","2236661","24.4983"
"haryana","2020","4","Samsung","1795147","19.6623"
"haryana","2020","4","Vivo","1744266","19.105"
"haryana","2020","4","Oppo","1196039","13.1003"
"haryana","2020","4","Realme","514733","5.6379"
"haryana","2020","4","Apple","374080","4.09732"
"haryana","2020","4","Motorola","165075","1.80808"
"haryana","2020","4","OnePlus","156430","1.71339"
"haryana","2020","4","Huawei","151226","1.65639"
"haryana","2020","4","Lenovo","91990","1.00757"
"haryana","2020","4","Others","704226","7.71343"
"haryana","2021","1","Xiaomi","2382996","24.2472"
"haryana","2021","1","Vivo","1922898","19.5657"
"haryana","2021","1","Samsung","1913165","19.4667"
"haryana","2021","1","Oppo","1300515","13.2329"
"haryana","2021","1","Realme","577867","5.87986"
"haryana","2021","1","Apple","401563","4.08595"
"haryana","2021","1","Motorola","169504","1.72472"
"haryana","2021","1","OnePlus","165335","1.6823"
"haryana","2021","1","Huawei","157570","1.60329"
"haryana","2021","1","Lenovo","92713","0.943365"
"haryana","2021","1","Others","743779","7.56803"
"haryana","2021","2","Xiaomi","2505880","23.7962"
"haryana","2021","2","Vivo","2114734","20.0818"
"haryana","2021","2","Samsung","2016108","19.1452"
"haryana","2021","2","Oppo","1416092","13.4474"
"haryana","2021","2","Realme","673053","6.39141"
"haryana","2021","2","Apple","434298","4.12416"
"haryana","2021","2","OnePlus","181344","1.72207"
"haryana","2021","2","Motorola","169562","1.61018"
"haryana","2021","2","Huawei","154484","1.467"
"haryana","2021","2","Tecno","108879","1.03393"
"haryana","2021","2","Others","756160","7.1806"
"haryana","2021","3","Xiaomi","2638176","23.2945"
"haryana","2021","3","Vivo","2357220","20.8137"
"haryana","2021","3","Samsung","2089070","18.446"
"haryana","2021","3","Oppo","1560205","13.7762"
"haryana","2021","3","Realme","781719","6.90239"
"haryana","2021","3","Apple","467144","4.12477"
"haryana","2021","3","OnePlus","210246","1.85642"
"haryana","2021","3","Motorola","168742","1.48995"
"haryana","2021","3","Huawei","153598","1.35623"
"haryana","2021","3","Tecno","134477","1.1874"
"haryana","2021","3","Others","764739","6.75246"
"haryana","2021","4","Xiaomi","2742821","22.6372"
"haryana","2021","4","Vivo","2569078","21.2032"
"haryana","2021","4","Samsung","2176063","17.9596"
"haryana","2021","4","Oppo","1697572","14.0105"
"haryana","2021","4","Realme","916660","7.56542"
"haryana","2021","4","Apple","529430","4.36952"
"haryana","2021","4","OnePlus","238331","1.96701"
"haryana","2021","4","Motorola","170147","1.40427"
"haryana","2021","4","Tecno","156987","1.29565"
"haryana","2021","4","Huawei","147354","1.21615"
"haryana","2021","4","Others","771996","6.37148"
"haryana","2022","1","Xiaomi","2837979","22.0563"
"haryana","2022","1","Vivo","2767906","21.5117"
"haryana","2022","1","Samsung","2259241","17.5584"
"haryana","2022","1","Oppo","1825605","14.1883"
"haryana","2022","1","Realme","1043668","8.11121"
"haryana","2022","1","Apple","578053","4.49253"
"haryana","2022","1","OnePlus","267015","2.07519"
"haryana","2022","1","Tecno","184983","1.43766"
"haryana","2022","1","Motorola","170641","1.32619"
"haryana","2022","1","Huawei","145049","1.1273"
"haryana","2022","1","Others","786848","6.11525"
"himachal-pradesh","2018","1","Xiaomi","63002","27.7087"
"himachal-pradesh","2018","1","Samsung","36283","15.9575"
"himachal-pradesh","2018","1","Vivo","20480","9.00723"
"himachal-pradesh","2018","1","Oppo","20074","8.82866"
"himachal-pradesh","2018","1","Realme","10722","4.7156"
"himachal-pradesh","2018","1","Apple","7525","3.30954"
"himachal-pradesh","2018","1","Motorola","7048","3.09975"
"himachal-pradesh","2018","1","Micromax","6997","3.07732"
"himachal-pradesh","2018","1","Lenovo","5750","2.52888"
"himachal-pradesh","2018","1","Gionee","5569","2.44928"
"himachal-pradesh","2018","1","Others","43923","19.3176"
"himachal-pradesh","2018","2","Xiaomi","89506","28.3877"
"himachal-pradesh","2018","2","Samsung","49124","15.5801"
"himachal-pradesh","2018","2","Vivo","29637","9.39965"
"himachal-pradesh","2018","2","Oppo","28884","9.16083"
"himachal-pradesh","2018","2","Realme","14951","4.74185"
"himachal-pradesh","2018","2","Apple","9926","3.14812"
"himachal-pradesh","2018","2","Motorola","9613","3.04885"
"himachal-pradesh","2018","2","Micromax","9566","3.03395"
"himachal-pradesh","2018","2","Lenovo","7690","2.43895"
"himachal-pradesh","2018","2","Gionee","7275","2.30733"
"himachal-pradesh","2018","2","Others","59127","18.7527"
"himachal-pradesh","2018","3","Xiaomi","119009","29.1951"
"himachal-pradesh","2018","3","Samsung","63923","15.6815"
"himachal-pradesh","2018","3","Vivo","41723","10.2354"
"himachal-pradesh","2018","3","Oppo","39284","9.63708"
"himachal-pradesh","2018","3","Realme","19585","4.80455"
"himachal-pradesh","2018","3","Motorola","12222","2.99828"
"himachal-pradesh","2018","3","Apple","12074","2.96197"
"himachal-pradesh","2018","3","Micromax","10555","2.58933"
"himachal-pradesh","2018","3","Gionee","8800","2.1588"
"himachal-pradesh","2018","3","Lenovo","8462","2.07588"
"himachal-pradesh","2018","3","Others","71997","17.6622"
"himachal-pradesh","2018","4","Xiaomi","155301","29.5057"
"himachal-pradesh","2018","4","Samsung","82316","15.6392"
"himachal-pradesh","2018","4","Vivo","57665","10.9558"
"himachal-pradesh","2018","4","Oppo","53543","10.1726"
"himachal-pradesh","2018","4","Realme","25714","4.88541"
"himachal-pradesh","2018","4","Apple","15419","2.92946"
"himachal-pradesh","2018","4","Motorola","15298","2.90647"
"himachal-pradesh","2018","4","Micromax","11894","2.25974"
"himachal-pradesh","2018","4","Lenovo","10676","2.02834"
"himachal-pradesh","2018","4","Lava","10441","1.98369"
"himachal-pradesh","2018","4","Others","88076","16.7336"
"himachal-pradesh","2019","1","Xiaomi","194324","29.7493"
"himachal-pradesh","2019","1","Samsung","100938","15.4527"
"himachal-pradesh","2019","1","Vivo","74159","11.3531"
"himachal-pradesh","2019","1","Oppo","69132","10.5835"
"himachal-pradesh","2019","1","Realme","31948","4.89096"
"himachal-pradesh","2019","1","Apple","18364","2.81137"
"himachal-pradesh","2019","1","Motorola","17796","2.72441"
"himachal-pradesh","2019","1","Micromax","14398","2.20421"
"himachal-pradesh","2019","1","Lava","13189","2.01912"
"himachal-pradesh","2019","1","Lenovo","12312","1.88486"
"himachal-pradesh","2019","1","Others","106645","16.3264"
"himachal-pradesh","2019","2","Xiaomi","230589","29.8457"
"himachal-pradesh","2019","2","Samsung","119387","15.4526"
"himachal-pradesh","2019","2","Vivo","90320","11.6904"
"himachal-pradesh","2019","2","Oppo","84572","10.9464"
"himachal-pradesh","2019","2","Realme","38005","4.91909"
"himachal-pradesh","2019","2","Apple","21238","2.74889"
"himachal-pradesh","2019","2","Motorola","20278","2.62463"
"himachal-pradesh","2019","2","Micromax","15816","2.04711"
"himachal-pradesh","2019","2","Lava","15031","1.9455"
"himachal-pradesh","2019","2","Gionee","14637","1.8945"
"himachal-pradesh","2019","2","Others","122730","15.8853"
"himachal-pradesh","2019","3","Xiaomi","263685","30.0947"
"himachal-pradesh","2019","3","Samsung","132840","15.1612"
"himachal-pradesh","2019","3","Vivo","105663","12.0595"
"himachal-pradesh","2019","3","Oppo","97560","11.1346"
"himachal-pradesh","2019","3","Realme","44753","5.10772"
"himachal-pradesh","2019","3","Apple","23709","2.70594"
"himachal-pradesh","2019","3","Motorola","21767","2.4843"
"himachal-pradesh","2019","3","Micromax","17578","2.0062"
"himachal-pradesh","2019","3","Lava","17474","1.99433"
"himachal-pradesh","2019","3","Gionee","16473","1.88008"
"himachal-pradesh","2019","3","Others","134682","15.3714"
"himachal-pradesh","2019","4","Xiaomi","297684","30.1928"
"himachal-pradesh","2019","4","Samsung","148745","15.0865"
"himachal-pradesh","2019","4","Vivo","122794","12.4544"
"himachal-pradesh","2019","4","Oppo","112857","11.4466"
"himachal-pradesh","2019","4","Realme","53624","5.43884"
"himachal-pradesh","2019","4","Apple","25839","2.62073"
"himachal-pradesh","2019","4","Motorola","23421","2.37549"
"himachal-pradesh","2019","4","Lava","19583","1.98622"
"himachal-pradesh","2019","4","Micromax","18835","1.91035"
"himachal-pradesh","2019","4","Gionee","18172","1.8431"
"himachal-pradesh","2019","4","Others","144391","14.6449"
"himachal-pradesh","2020","1","Xiaomi","333918","30.1908"
"himachal-pradesh","2020","1","Samsung","165251","14.941"
"himachal-pradesh","2020","1","Vivo","142220","12.8587"
"himachal-pradesh","2020","1","Oppo","129752","11.7314"
"himachal-pradesh","2020","1","Realme","63582","5.74869"
"himachal-pradesh","2020","1","Apple","28072","2.5381"
"himachal-pradesh","2020","1","Motorola","24777","2.24018"
"himachal-pradesh","2020","1","Lava","23152","2.09326"
"himachal-pradesh","2020","1","Micromax","18804","1.70014"
"himachal-pradesh","2020","1","Huawei","18646","1.68586"
"himachal-pradesh","2020","1","Others","157851","14.2719"
"himachal-pradesh","2020","2","Xiaomi","375976","30.0813"
"himachal-pradesh","2020","2","Samsung","184898","14.7934"
"himachal-pradesh","2020","2","Vivo","166131","13.2919"
"himachal-pradesh","2020","2","Oppo","150002","12.0014"
"himachal-pradesh","2020","2","Realme","74053","5.92487"
"himachal-pradesh","2020","2","Apple","30105","2.40866"
"himachal-pradesh","2020","2","Motorola","26497","2.11999"
"himachal-pradesh","2020","2","Lava","25049","2.00413"
"himachal-pradesh","2020","2","Gionee","21296","1.70386"
"himachal-pradesh","2020","2","Micromax","20603","1.64842"
"himachal-pradesh","2020","2","Others","175257","14.0221"
"himachal-pradesh","2020","3","Xiaomi","412600","29.9282"
"himachal-pradesh","2020","3","Samsung","204813","14.8562"
"himachal-pradesh","2020","3","Vivo","190933","13.8494"
"himachal-pradesh","2020","3","Oppo","167966","12.1835"
"himachal-pradesh","2020","3","Realme","85574","6.20716"
"himachal-pradesh","2020","3","Apple","32354","2.34682"
"himachal-pradesh","2020","3","Motorola","27952","2.02751"
"himachal-pradesh","2020","3","Lava","26803","1.94417"
"himachal-pradesh","2020","3","Gionee","22265","1.615"
"himachal-pradesh","2020","3","Micromax","22029","1.59789"
"himachal-pradesh","2020","3","Others","185345","13.4441"
"himachal-pradesh","2020","4","Xiaomi","448361","29.7171"
"himachal-pradesh","2020","4","Samsung","226491","15.0117"
"himachal-pradesh","2020","4","Vivo","212147","14.061"
"himachal-pradesh","2020","4","Oppo","186684","12.3733"
"himachal-pradesh","2020","4","Realme","97707","6.47595"
"himachal-pradesh","2020","4","Apple","35276","2.33807"
"himachal-pradesh","2020","4","Motorola","29156","1.93244"
"himachal-pradesh","2020","4","Lava","29138","1.93125"
"himachal-pradesh","2020","4","Gionee","23461","1.55498"
"himachal-pradesh","2020","4","Micromax","23015","1.52542"
"himachal-pradesh","2020","4","Others","197330","13.0789"
"himachal-pradesh","2021","1","Xiaomi","481737","29.6828"
"himachal-pradesh","2021","1","Samsung","242485","14.941"
"himachal-pradesh","2021","1","Vivo","234300","14.4367"
"himachal-pradesh","2021","1","Oppo","202041","12.449"
"himachal-pradesh","2021","1","Realme","109409","6.74136"
"himachal-pradesh","2021","1","Apple","37856","2.33254"
"himachal-pradesh","2021","1","Lava","30512","1.88003"
"himachal-pradesh","2021","1","Motorola","29736","1.83222"
"himachal-pradesh","2021","1","Huawei","24038","1.48113"
"himachal-pradesh","2021","1","Gionee","23591","1.45359"
"himachal-pradesh","2021","1","Others","207246","12.7697"
"himachal-pradesh","2021","2","Xiaomi","513196","29.4407"
"himachal-pradesh","2021","2","Samsung","260440","14.9408"
"himachal-pradesh","2021","2","Vivo","254841","14.6196"
"himachal-pradesh","2021","2","Oppo","217962","12.5039"
"himachal-pradesh","2021","2","Realme","128488","7.37102"
"himachal-pradesh","2021","2","Apple","41436","2.37707"
"himachal-pradesh","2021","2","Lava","32566","1.86823"
"himachal-pradesh","2021","2","Motorola","30072","1.72515"
