"State","Year","Quarter","Brands","User_Count","User_Percentage"
"jharkhand","2021","3","Tecno","62476","1.01557"
"jharkhand","2021","3","Others","496877","8.07688"
"jharkhand","2021","4","Xiaomi","1792304","27.1718"
"jharkhand","2021","4","Vivo","1201048","18.2082"
"jharkhand","2021","4","Samsung","1090678","16.535"
"jharkhand","2021","4","Oppo","850118","12.888"
"jharkhand","2021","4","Realme","778246","11.7984"
"jharkhand","2021","4","Motorola","92683","1.4051"
"jharkhand","2021","4","Apple","77092","1.16873"
"jharkhand","2021","4","Infinix","74147","1.12409"
"jharkhand","2021","4","Tecno","72058","1.09242"
"jharkhand","2021","4","OnePlus","69097","1.04753"
"jharkhand","2021","4","Others","498725","7.5608"
"jharkhand","2022","1","Xiaomi","1869656","26.6133"
"jharkhand","2022","1","Vivo","1293214","18.408"
"jharkhand","2022","1","Samsung","1130720","16.095"
"jharkhand","2022","1","Oppo","915649","13.0336"
"jharkhand","2022","1","Realme","888356","12.6451"
"jharkhand","2022","1","Motorola","93032","1.32425"
"jharkhand","2022","1","Tecno","86837","1.23607"
"jharkhand","2022","1","Apple","85280","1.2139"
"jharkhand","2022","1","Infinix","83718","1.19167"
"jharkhand","2022","1","OnePlus","79779","1.1356"
"jharkhand","2022","1","Others","499034","7.10341"
"karnataka","2018","1","Xiaomi","973827","26.1939"
"karnataka","2018","1","Samsung","757979","20.388"
"karnataka","2018","1","Vivo","448726","12.0698"
"karnataka","2018","1","Oppo","301454","8.10848"
"karnataka","2018","1","OnePlus","224768","6.04579"
"karnataka","2018","1","Apple","216036","5.81091"
"karnataka","2018","1","Motorola","167951","4.51753"
"karnataka","2018","1","Realme","128929","3.46792"
"karnataka","2018","1","Lenovo","105467","2.83684"
"karnataka","2018","1","Huawei","71297","1.91774"
"karnataka","2018","1","Others","321329","8.64307"
"karnataka","2018","2","Xiaomi","1325344","26.3453"
"karnataka","2018","2","Samsung","1021480","20.3051"
"karnataka","2018","2","Vivo","654891","13.018"
"karnataka","2018","2","Oppo","429165","8.53098"
"karnataka","2018","2","OnePlus","278125","5.52859"
"karnataka","2018","2","Apple","274418","5.45491"
"karnataka","2018","2","Motorola","220330","4.37974"
"karnataka","2018","2","Realme","169583","3.37099"
"karnataka","2018","2","Lenovo","136093","2.70527"
"karnataka","2018","2","Huawei","96736","1.92293"
"karnataka","2018","2","Others","424500","8.43825"
"karnataka","2018","3","Xiaomi","1687125","26.4745"
"karnataka","2018","3","Samsung","1283960","20.148"
"karnataka","2018","3","Vivo","899331","14.1124"
"karnataka","2018","3","Oppo","572142","8.97809"
"karnataka","2018","3","OnePlus","328068","5.14806"
"karnataka","2018","3","Apple","326336","5.12088"
"karnataka","2018","3","Motorola","264918","4.15711"
"karnataka","2018","3","Realme","212950","3.34162"
"karnataka","2018","3","Lenovo","155782","2.44454"
"karnataka","2018","3","Huawei","124800","1.95837"
"karnataka","2018","3","Others","517237","8.11652"
"karnataka","2018","4","Xiaomi","2192270","26.3627"
"karnataka","2018","4","Samsung","1679503","20.1965"
"karnataka","2018","4","Vivo","1259198","15.1422"
"karnataka","2018","4","Oppo","786990","9.46379"
"karnataka","2018","4","Apple","409721","4.92702"
"karnataka","2018","4","OnePlus","400426","4.81524"
"karnataka","2018","4","Motorola","326656","3.92814"
"karnataka","2018","4","Realme","271671","3.26692"
"karnataka","2018","4","Lenovo","191304","2.30049"
"karnataka","2018","4","Huawei","165469","1.98981"
"karnataka","2018","4","Others","632594","7.60713"
"karnataka","2019","1","Xiaomi","2696059","26.2616"
"karnataka","2019","1","Samsung","2083753","20.2973"
"karnataka","2019","1","Vivo","1632251","15.8993"
"karnataka","2019","1","Oppo","1014741","9.88432"
"karnataka","2019","1","Apple","483281","4.70751"
"karnataka","2019","1","OnePlus","462205","4.50221"
"karnataka","2019","1","Motorola","380185","3.70328"
"karnataka","2019","1","Realme","326719","3.18248"
"karnataka","2019","1","Lenovo","222143","2.16383"
"karnataka","2019","1","Huawei","207401","2.02024"
"karnataka","2019","1","Others","757436","7.37798"
"karnataka","2019","2","Xiaomi","3131468","26.1652"
"karnataka","2019","2","Samsung","2435855","20.3529"
"karnataka","2019","2","Vivo","1973047","16.4859"
"karnataka","2019","2","Oppo","1222575","10.2153"
"karnataka","2019","2","Apple","543779","4.54357"
"karnataka","2019","2","OnePlus","509568","4.25772"
"karnataka","2019","2","Motorola","425807","3.55785"
"karnataka","2019","2","Realme","377624","3.15526"
"karnataka","2019","2","Lenovo","248166","2.07356"
"karnataka","2019","2","Huawei","239690","2.00274"
"karnataka","2019","2","Others","860508","7.19002"
"karnataka","2019","3","Xiaomi","3553970","26.0649"
"karnataka","2019","3","Samsung","2769407","20.3109"
"karnataka","2019","3","Vivo","2325265","17.0536"
"karnataka","2019","3","Oppo","1434039","10.5173"
"karnataka","2019","3","Apple","599161","4.39426"
"karnataka","2019","3","OnePlus","553290","4.05784"
"karnataka","2019","3","Motorola","461794","3.38681"
"karnataka","2019","3","Realme","435781","3.19603"
"karnataka","2019","3","Huawei","273180","2.00351"
"karnataka","2019","3","Lenovo","260999","1.91417"
"karnataka","2019","3","Others","968189","7.10072"
"karnataka","2019","4","Xiaomi","3999086","25.9927"
"karnataka","2019","4","Samsung","3116527","20.2564"
"karnataka","2019","4","Vivo","2711261","17.6223"
"karnataka","2019","4","Oppo","1667783","10.84"
"karnataka","2019","4","Apple","645777","4.19733"
"karnataka","2019","4","OnePlus","588307","3.8238"
"karnataka","2019","4","Realme","506808","3.29408"
"karnataka","2019","4","Motorola","498395","3.2394"
"karnataka","2019","4","Huawei","304839","1.98135"
"karnataka","2019","4","Lenovo","279895","1.81922"
"karnataka","2019","4","Others","1066738","6.93344"
"karnataka","2020","1","Xiaomi","4413738","25.9373"
"karnataka","2020","1","Samsung","3434923","20.1853"
"karnataka","2020","1","Vivo","3081057","18.1058"
"karnataka","2020","1","Oppo","1888027","11.095"
"karnataka","2020","1","Apple","688203","4.04421"
"karnataka","2020","1","OnePlus","616490","3.62279"
"karnataka","2020","1","Realme","577066","3.39112"
"karnataka","2020","1","Motorola","528879","3.10795"
"karnataka","2020","1","Huawei","332377","1.95321"
"karnataka","2020","1","Lenovo","299776","1.76163"
"karnataka","2020","1","Others","1156444","6.79582"
"karnataka","2020","2","Xiaomi","4835717","25.9213"
"karnataka","2020","2","Samsung","3760784","20.1593"
"karnataka","2020","2","Vivo","3448934","18.4876"
"karnataka","2020","2","Oppo","2113499","11.3292"
"karnataka","2020","2","Apple","721866","3.86948"
"karnataka","2020","2","Realme","645204","3.45854"
"karnataka","2020","2","OnePlus","636867","3.41385"
"karnataka","2020","2","Motorola","562359","3.01446"
"karnataka","2020","2","Huawei","357407","1.91584"
"karnataka","2020","2","Lenovo","316928","1.69886"
"karnataka","2020","2","Others","1255801","6.73158"
"karnataka","2020","3","Xiaomi","5287266","25.8072"
"karnataka","2020","3","Samsung","4123920","20.1289"
"karnataka","2020","3","Vivo","3885369","18.9645"
"karnataka","2020","3","Oppo","2361292","11.5255"
"karnataka","2020","3","Apple","764040","3.72929"
"karnataka","2020","3","Realme","730583","3.56599"
"karnataka","2020","3","OnePlus","665424","3.24794"
"karnataka","2020","3","Motorola","596112","2.90963"
"karnataka","2020","3","Huawei","384491","1.87671"
"karnataka","2020","3","Lenovo","336521","1.64256"
"karnataka","2020","3","Others","1352532","6.60173"
"karnataka","2020","4","Xiaomi","5759174","25.7104"
"karnataka","2020","4","Samsung","4507034","20.1205"
"karnataka","2020","4","Vivo","4315773","19.2667"
"karnataka","2020","4","Oppo","2613131","11.6657"
"karnataka","2020","4","Realme","827842","3.69569"
"karnataka","2020","4","Apple","817087","3.64768"
"karnataka","2020","4","OnePlus","698767","3.11947"
"karnataka","2020","4","Motorola","629773","2.81146"
"karnataka","2020","4","Huawei","412496","1.84149"
"karnataka","2020","4","Lenovo","356004","1.58929"
"karnataka","2020","4","Others","1463101","6.53165"
"karnataka","2021","1","Xiaomi","6173033","25.6187"
"karnataka","2021","1","Samsung","4808995","19.9578"
"karnataka","2021","1","Vivo","4760972","19.7585"
"karnataka","2021","1","Oppo","2840533","11.7885"
"karnataka","2021","1","Realme","932695","3.87077"
"karnataka","2021","1","Apple","874661","3.62993"
"karnataka","2021","1","OnePlus","736433","3.05627"
"karnataka","2021","1","Motorola","644344","2.67409"
"karnataka","2021","1","Huawei","430094","1.78493"
"karnataka","2021","1","Lenovo","358120","1.48623"
"karnataka","2021","1","Others","1535952","6.37435"
"karnataka","2021","2","Xiaomi","6567268","25.5029"
"karnataka","2021","2","Vivo","5226819","20.2975"
"karnataka","2021","2","Samsung","5073030","19.7003"
"karnataka","2021","2","Oppo","3067347","11.9116"
"karnataka","2021","2","Realme","1108812","4.30589"
"karnataka","2021","2","Apple","931735","3.61824"
"karnataka","2021","2","OnePlus","794419","3.085"
"karnataka","2021","2","Motorola","635937","2.46956"
"karnataka","2021","2","Huawei","423934","1.64628"
"karnataka","2021","2","Lenovo","343779","1.33501"
"karnataka","2021","2","Others","1577943","6.12769"
"karnataka","2021","3","Xiaomi","6973776","25.2543"
"karnataka","2021","3","Vivo","5824764","21.0933"
"karnataka","2021","3","Samsung","5266120","19.0703"
"karnataka","2021","3","Oppo","3352923","12.142"
"karnataka","2021","3","Realme","1315961","4.76552"
"karnataka","2021","3","Apple","999896","3.62095"
"karnataka","2021","3","OnePlus","906742","3.28361"
"karnataka","2021","3","Motorola","618317","2.23913"
"karnataka","2021","3","Huawei","423894","1.53506"
"karnataka","2021","3","Lenovo","322124","1.16651"
"karnataka","2021","3","Others","1609704","5.82926"
"karnataka","2021","4","Xiaomi","7306532","24.8018"
"karnataka","2021","4","Vivo","6391484","21.6957"
"karnataka","2021","4","Samsung","5458878","18.53"
"karnataka","2021","4","Oppo","3645496","12.3745"
"karnataka","2021","4","Realme","1586292","5.38463"
"karnataka","2021","4","Apple","1120969","3.8051"
"karnataka","2021","4","OnePlus","1018047","3.45573"
"karnataka","2021","4","Motorola","606099","2.05739"
"karnataka","2021","4","Huawei","403084","1.36826"
"karnataka","2021","4","Lenovo","295548","1.00323"
"karnataka","2021","4","Others","1627217","5.52355"
"karnataka","2022","1","Xiaomi","7620184","24.4234"
"karnataka","2022","1","Vivo","6902224","22.1223"
"karnataka","2022","1","Samsung","5641275","18.0808"
"karnataka","2022","1","Oppo","3941299","12.6322"
"karnataka","2022","1","Realme","1813184","5.81142"
"karnataka","2022","1","Apple","1215812","3.89679"
"karnataka","2022","1","OnePlus","1110711","3.55993"
"karnataka","2022","1","Motorola","595920","1.90998"
"karnataka","2022","1","Huawei","394470","1.26431"
"karnataka","2022","1","Lenovo","290138","0.929919"
"karnataka","2022","1","Others","1675132","5.36895"
"kerala","2018","1","Xiaomi","202313","25.7992"
"kerala","2018","1","Samsung","163022","20.7887"
"kerala","2018","1","Apple","60282","7.68723"
"kerala","2018","1","Oppo","59417","7.57692"
"kerala","2018","1","Vivo","56537","7.20966"
"kerala","2018","1","Realme","36851","4.69928"
"kerala","2018","1","Huawei","36819","4.6952"
"kerala","2018","1","OnePlus","34552","4.40611"
"kerala","2018","1","Lenovo","25828","3.29361"
"kerala","2018","1","Motorola","24841","3.16775"
"kerala","2018","1","Others","83722","10.6763"
"kerala","2018","2","Xiaomi","275516","25.8316"
"kerala","2018","2","Samsung","221630","20.7794"
"kerala","2018","2","Oppo","85046","7.97366"
"kerala","2018","2","Vivo","82708","7.75445"
"kerala","2018","2","Apple","78756","7.38393"
"kerala","2018","2","Huawei","50881","4.77045"
"kerala","2018","2","Realme","49568","4.64735"
"kerala","2018","2","OnePlus","43088","4.0398"
"kerala","2018","2","Lenovo","34031","3.19064"
"kerala","2018","2","Motorola","33926","3.1808"
"kerala","2018","2","Others","111437","10.448"
"kerala","2018","3","Xiaomi","347221","25.7659"
"kerala","2018","3","Samsung","278349","20.6552"
"kerala","2018","3","Vivo","114342","8.48487"
"kerala","2018","3","Oppo","113855","8.44874"
"kerala","2018","3","Apple","93612","6.94658"
"kerala","2018","3","Huawei","69424","5.15168"
"kerala","2018","3","Realme","63176","4.68805"
"kerala","2018","3","OnePlus","52471","3.89367"
"kerala","2018","3","Motorola","43126","3.20021"
"kerala","2018","3","Lenovo","40146","2.97908"
"kerala","2018","3","Others","131876","9.786"
"kerala","2018","4","Xiaomi","453011","25.7784"
"kerala","2018","4","Samsung","360358","20.506"
"kerala","2018","4","Vivo","159235","9.06121"
"kerala","2018","4","Oppo","155311","8.83792"
"kerala","2018","4","Apple","119247","6.78571"
"kerala","2018","4","Huawei","94927","5.40179"
"kerala","2018","4","Realme","82116","4.67278"
"kerala","2018","4","OnePlus","62694","3.56758"
"kerala","2018","4","Motorola","55176","3.13977"
"kerala","2018","4","Lenovo","51340","2.92148"
"kerala","2018","4","Others","163911","9.3273"
"kerala","2019","1","Xiaomi","548894","25.6898"
"kerala","2019","1","Samsung","438229","20.5103"
"kerala","2019","1","Vivo","202577","9.48117"
"kerala","2019","1","Oppo","195876","9.16755"
"kerala","2019","1","Apple","141765","6.635"
"kerala","2019","1","Huawei","121756","5.69852"
"kerala","2019","1","Realme","98968","4.63198"
"kerala","2019","1","OnePlus","72822","3.40827"
"kerala","2019","1","Motorola","63627","2.97792"
"kerala","2019","1","Lenovo","58335","2.73024"
"kerala","2019","1","Others","193775","9.06921"
"kerala","2019","2","Xiaomi","646056","25.3339"
"kerala","2019","2","Samsung","526625","20.6506"
"kerala","2019","2","Vivo","249735","9.79289"
"kerala","2019","2","Oppo","241558","9.47224"
"kerala","2019","2","Apple","164485","6.44997"
"kerala","2019","2","Huawei","150573","5.90444"
"kerala","2019","2","Realme","116766","4.57876"
"kerala","2019","2","OnePlus","79737","3.12674"
"kerala","2019","2","Motorola","74622","2.92616"
"kerala","2019","2","Lenovo","70249","2.75468"
"kerala","2019","2","Others","229761","9.00965"
"kerala","2019","3","Xiaomi","747507","24.9922"
"kerala","2019","3","Samsung","622999","20.8294"
"kerala","2019","3","Vivo","304898","10.194"
"kerala","2019","3","Oppo","292609","9.7831"
"kerala","2019","3","Apple","189074","6.32151"
"kerala","2019","3","Huawei","183186","6.12465"
"kerala","2019","3","Realme","138602","4.63403"
"kerala","2019","3","OnePlus","87906","2.93905"
"kerala","2019","3","Motorola","82456","2.75684"
"kerala","2019","3","Lenovo","75786","2.53383"
"kerala","2019","3","Others","265940","8.89145"
"kerala","2019","4","Xiaomi","865305","24.6952"
"kerala","2019","4","Samsung","732411","20.9025"
"kerala","2019","4","Vivo","370217","10.5657"
"kerala","2019","4","Oppo","354067","10.1048"
"kerala","2019","4","Huawei","219873","6.27503"
"kerala","2019","4","Apple","216607","6.18182"
"kerala","2019","4","Realme","169629","4.8411"
"kerala","2019","4","OnePlus","96332","2.74925"
"kerala","2019","4","Motorola","92194","2.63115"
"kerala","2019","4","Lenovo","84283","2.40538"
"kerala","2019","4","Others","303020","8.64798"
"kerala","2020","1","Xiaomi","990472","24.2863"
"kerala","2020","1","Samsung","858444","21.049"
"kerala","2020","1","Vivo","448326","10.9929"
"kerala","2020","1","Oppo","423226","10.3775"
"kerala","2020","1","Huawei","259148","6.35429"
"kerala","2020","1","Apple","248003","6.08101"
"kerala","2020","1","Realme","202442","4.96386"
"kerala","2020","1","OnePlus","103907","2.54779"
"kerala","2020","1","Motorola","100697","2.46908"
"kerala","2020","1","Lenovo","96507","2.36634"
"kerala","2020","1","Others","347144","8.51194"
"kerala","2020","2","Xiaomi","1124154","23.7723"
"kerala","2020","2","Samsung","1009812","21.3543"
"kerala","2020","2","Vivo","545130","11.5278"
"kerala","2020","2","Oppo","505563","10.691"
"kerala","2020","2","Huawei","303050","6.40854"
"kerala","2020","2","Apple","274565","5.80618"
"kerala","2020","2","Realme","235063","4.97083"
"kerala","2020","2","Motorola","111798","2.36417"
"kerala","2020","2","Lenovo","109268","2.31067"
"kerala","2020","2","OnePlus","109047","2.306"
"kerala","2020","2","Others","401394","8.48821"
"kerala","2020","3","Xiaomi","1299988","23.2877"
"kerala","2020","3","Samsung","1205428","21.5938"
"kerala","2020","3","Vivo","688186","12.328"
"kerala","2020","3","Oppo","608874","10.9072"
"kerala","2020","3","Huawei","356331","6.38323"
"kerala","2020","3","Apple","315220","5.64678"
"kerala","2020","3","Realme","282157","5.05449"
"kerala","2020","3","Lenovo","126302","2.26254"
"kerala","2020","3","Motorola","124372","2.22797"
"kerala","2020","3","OnePlus","117670","2.10791"
"kerala","2020","3","Others","457772","8.20042"
"kerala","2020","4","Xiaomi","1466789","22.9646"
"kerala","2020","4","Samsung","1399186","21.9062"
"kerala","2020","4","Vivo","811546","12.7059"
"kerala","2020","4","Oppo","707082","11.0704"
"kerala","2020","4","Huawei","402396","6.30007"
"kerala","2020","4","Apple","364712","5.71007"
"kerala","2020","4","Realme","332456","5.20506"
"kerala","2020","4","Lenovo","139386","2.18228"
"kerala","2020","4","Motorola","134213","2.10129"
"kerala","2020","4","OnePlus","127085","1.98969"
"kerala","2020","4","Others","502318","7.86449"
"kerala","2021","1","Xiaomi","1589645","22.9156"
"kerala","2021","1","Samsung","1517006","21.8685"
"kerala","2021","1","Vivo","906705","13.0707"
"kerala","2021","1","Oppo","775012","11.1722"
"kerala","2021","1","Huawei","426164","6.1434"
"kerala","2021","1","Apple","398950","5.75109"
"kerala","2021","1","Realme","378100","5.45053"
"kerala","2021","1","Lenovo","140787","2.02953"
"kerala","2021","1","Motorola","138567","1.99752"
"kerala","2021","1","OnePlus","135957","1.9599"
"kerala","2021","1","Others","530050","7.64097"
"kerala","2021","2","Xiaomi","1714598","23.12"
"kerala","2021","2","Samsung","1605779","21.6527"
"kerala","2021","2","Vivo","999633","13.4793"
"kerala","2021","2","Oppo","831538","11.2126"
"kerala","2021","2","Realme","444654","5.99581"
"kerala","2021","2","Huawei","427830","5.76895"
"kerala","2021","2","Apple","427612","5.76601"
"kerala","2021","2","OnePlus","146086","1.96985"
"kerala","2021","2","Lenovo","138448","1.86686"
"kerala","2021","2","Motorola","138108","1.86228"
"kerala","2021","2","Others","541797","7.3057"
"kerala","2021","3","Xiaomi","1859763","23.3949"
"kerala","2021","3","Samsung","1678905","21.1198"
"kerala","2021","3","Vivo","1115818","14.0365"
"kerala","2021","3","Oppo","896805","11.2814"
"kerala","2021","3","Realme","528624","6.64984"
"kerala","2021","3","Apple","461244","5.80223"
"kerala","2021","3","Huawei","422903","5.31992"
"kerala","2021","3","OnePlus","167667","2.10917"
"kerala","2021","3","Motorola","135436","1.70372"
"kerala","2021","3","Lenovo","132669","1.66891"
"kerala","2021","3","Others","549591","6.91359"
"kerala","2021","4","Xiaomi","1989367","23.4767"
"kerala","2021","4","Samsung","1752657","20.6832"
"kerala","2021","4","Vivo","1227761","14.4889"
"kerala","2021","4","Oppo","961805","11.3503"
"kerala","2021","4","Realme","622033","7.34065"
"kerala","2021","4","Apple","507548","5.98961"
"kerala","2021","4","Huawei","412197","4.86436"
"kerala","2021","4","OnePlus","185990","2.19488"
"kerala","2021","4","Motorola","137360","1.62099"
"kerala","2021","4","Lenovo","125313","1.47883"
"kerala","2021","4","Others","551779","6.51158"
"kerala","2022","1","Xiaomi","2098370","23.3872"
"kerala","2022","1","Samsung","1826034","20.3519"
"kerala","2022","1","Vivo","1330622","14.8303"
"kerala","2022","1","Oppo","1032233","11.5047"
"kerala","2022","1","Realme","705424","7.86224"
"kerala","2022","1","Apple","550489","6.13543"
"kerala","2022","1","Huawei","408553","4.55349"
"kerala","2022","1","OnePlus","199414","2.22255"
"kerala","2022","1","Motorola","137230","1.52949"
"kerala","2022","1","Lenovo","124999","1.39317"
"kerala","2022","1","Others","558931","6.22952"
"madhya-pradesh","2018","1","Xiaomi","652241","25.542"
"madhya-pradesh","2018","1","Samsung","490595","19.2119"
"madhya-pradesh","2018","1","Vivo","380809","14.9126"
"madhya-pradesh","2018","1","Oppo","256901","10.0603"
"madhya-pradesh","2018","1","Realme","146657","5.74314"
"madhya-pradesh","2018","1","Motorola","66919","2.62057"
"madhya-pradesh","2018","1","Micromax","59025","2.31144"
"madhya-pradesh","2018","1","Apple","57650","2.25759"
"madhya-pradesh","2018","1","OnePlus","55940","2.19063"
"madhya-pradesh","2018","1","Lenovo","51523","2.01766"
"madhya-pradesh","2018","1","Others","335343","13.1322"
"madhya-pradesh","2018","2","Xiaomi","890108","25.8627"
"madhya-pradesh","2018","2","Samsung","654270","19.0103"
"madhya-pradesh","2018","2","Vivo","531042","15.4298"
"madhya-pradesh","2018","2","Oppo","352090","10.2302"
"madhya-pradesh","2018","2","Realme","192521","5.59384"
"madhya-pradesh","2018","2","Motorola","85306","2.47863"
"madhya-pradesh","2018","2","Micromax","82296","2.39117"
"madhya-pradesh","2018","2","Apple","72862","2.11706"
"madhya-pradesh","2018","2","OnePlus","68143","1.97994"
"madhya-pradesh","2018","2","Lenovo","65308","1.89757"
"madhya-pradesh","2018","2","Others","447716","13.0087"
"madhya-pradesh","2018","3","Xiaomi","1132909","26.2898"
"madhya-pradesh","2018","3","Samsung","816822","18.9548"
"madhya-pradesh","2018","3","Vivo","697677","16.19"
"madhya-pradesh","2018","3","Oppo","452478","10.5"
"madhya-pradesh","2018","3","Realme","239549","5.55887"
"madhya-pradesh","2018","3","Motorola","99876","2.31768"
"madhya-pradesh","2018","3","Micromax","90871","2.10871"
"madhya-pradesh","2018","3","Apple","84853","1.96906"
"madhya-pradesh","2018","3","OnePlus","79210","1.83811"
"madhya-pradesh","2018","3","Lenovo","71683","1.66345"
"madhya-pradesh","2018","3","Others","543381","12.6095"
"madhya-pradesh","2018","4","Xiaomi","1416415","26.3988"
"madhya-pradesh","2018","4","Samsung","1015220","18.9215"
"madhya-pradesh","2018","4","Vivo","905510","16.8767"
"madhya-pradesh","2018","4","Oppo","579831","10.8068"
"madhya-pradesh","2018","4","Realme","294612","5.49092"
"madhya-pradesh","2018","4","Motorola","117954","2.1984"
"madhya-pradesh","2018","4","Micromax","103324","1.92573"
"madhya-pradesh","2018","4","Apple","100071","1.8651"
"madhya-pradesh","2018","4","OnePlus","90958","1.69526"
"madhya-pradesh","2018","4","Lenovo","84373","1.57253"
"madhya-pradesh","2018","4","Others","657174","12.2483"
"madhya-pradesh","2019","1","Xiaomi","1692888","26.392"
"madhya-pradesh","2019","1","Samsung","1214286","18.9306"
"madhya-pradesh","2019","1","Vivo","1118407","17.4359"
"madhya-pradesh","2019","1","Oppo","713079","11.1168"
"madhya-pradesh","2019","1","Realme","347539","5.4181"
"madhya-pradesh","2019","1","Motorola","132833","2.07086"
"madhya-pradesh","2019","1","Micromax","115580","1.80188"
"madhya-pradesh","2019","1","Apple","114562","1.78601"
"madhya-pradesh","2019","1","OnePlus","102145","1.59243"
"madhya-pradesh","2019","1","Lenovo","94449","1.47245"
"madhya-pradesh","2019","1","Others","768635","11.983"
"madhya-pradesh","2019","2","Xiaomi","1936039","26.5168"
"madhya-pradesh","2019","2","Samsung","1385430","18.9754"
"madhya-pradesh","2019","2","Vivo","1303162","17.8487"
"madhya-pradesh","2019","2","Oppo","827579","11.3349"
"madhya-pradesh","2019","2","Realme","396497","5.43059"
"madhya-pradesh","2019","2","Motorola","145364","1.99097"
"madhya-pradesh","2019","2","Apple","127711","1.74918"
"madhya-pradesh","2019","2","Micromax","120323","1.648"
"madhya-pradesh","2019","2","OnePlus","111156","1.52244"
"madhya-pradesh","2019","2","Lenovo","103102","1.41213"
"madhya-pradesh","2019","2","Others","844809","11.5709"
"madhya-pradesh","2019","3","Xiaomi","2182732","26.6816"
"madhya-pradesh","2019","3","Samsung","1532795","18.7368"
"madhya-pradesh","2019","3","Vivo","1494051","18.2632"
"madhya-pradesh","2019","3","Oppo","939484","11.4842"
"madhya-pradesh","2019","3","Realme","456103","5.57538"
"madhya-pradesh","2019","3","Motorola","154465","1.88817"
"madhya-pradesh","2019","3","Apple","139917","1.71034"
"madhya-pradesh","2019","3","Micromax","129516","1.5832"
"madhya-pradesh","2019","3","OnePlus","120190","1.4692"
"madhya-pradesh","2019","3","Huawei","113980","1.39329"
"madhya-pradesh","2019","3","Others","917431","11.2146"
"madhya-pradesh","2019","4","Xiaomi","2450683","26.7389"
"madhya-pradesh","2019","4","Vivo","1711918","18.6784"
"madhya-pradesh","2019","4","Samsung","1704518","18.5976"
"madhya-pradesh","2019","4","Oppo","1069906","11.6735"
"madhya-pradesh","2019","4","Realme","529253","5.77457"
"madhya-pradesh","2019","4","Motorola","165303","1.80359"
"madhya-pradesh","2019","4","Apple","150743","1.64472"
"madhya-pradesh","2019","4","Micromax","136341","1.48759"
"madhya-pradesh","2019","4","OnePlus","127622","1.39246"
"madhya-pradesh","2019","4","Huawei","125734","1.37186"
"madhya-pradesh","2019","4","Others","993220","10.8368"
"madhya-pradesh","2020","1","Xiaomi","2697286","26.5707"
"madhya-pradesh","2020","1","Vivo","1956817","19.2764"
"madhya-pradesh","2020","1","Samsung","1873824","18.4588"
"madhya-pradesh","2020","1","Oppo","1206327","11.8834"
"madhya-pradesh","2020","1","Realme","607456","5.98398"
"madhya-pradesh","2020","1","Motorola","174003","1.71408"
"madhya-pradesh","2020","1","Apple","160868","1.58469"
"madhya-pradesh","2020","1","Huawei","136299","1.34267"
"madhya-pradesh","2020","1","Micromax","135703","1.33679"
"madhya-pradesh","2020","1","OnePlus","133926","1.31929"
"madhya-pradesh","2020","1","Others","1068862","10.5292"
"madhya-pradesh","2020","2","Xiaomi","3003291","26.4039"
"madhya-pradesh","2020","2","Vivo","2247524","19.7595"
"madhya-pradesh","2020","2","Samsung","2084294","18.3244"
"madhya-pradesh","2020","2","Oppo","1376782","12.1042"
"madhya-pradesh","2020","2","Realme","693404","6.09617"
"madhya-pradesh","2020","2","Motorola","185349","1.62952"
"madhya-pradesh","2020","2","Apple","170312","1.49732"
"madhya-pradesh","2020","2","Micromax","147344","1.2954"
"madhya-pradesh","2020","2","Huawei","147224","1.29434"
"madhya-pradesh","2020","2","OnePlus","139482","1.22628"
"madhya-pradesh","2020","2","Others","1179417","10.369"
"madhya-pradesh","2020","3","Xiaomi","3292397","26.2045"
"madhya-pradesh","2020","3","Vivo","2556833","20.3501"
"madhya-pradesh","2020","3","Samsung","2278237","18.1327"
"madhya-pradesh","2020","3","Oppo","1539499","12.253"
"madhya-pradesh","2020","3","Realme","799089","6.36003"
"madhya-pradesh","2020","3","Motorola","196221","1.56174"
"madhya-pradesh","2020","3","Apple","181092","1.44133"
"madhya-pradesh","2020","3","Huawei","157340","1.25229"
"madhya-pradesh","2020","3","Micromax","157127","1.25059"
"madhya-pradesh","2020","3","OnePlus","146328","1.16464"
"madhya-pradesh","2020","3","Others","1260061","10.029"
"madhya-pradesh","2020","4","Xiaomi","3563397","25.9384"
"madhya-pradesh","2020","4","Vivo","2853943","20.7742"
"madhya-pradesh","2020","4","Samsung","2466332","17.9527"
"madhya-pradesh","2020","4","Oppo","1703093","12.397"
"madhya-pradesh","2020","4","Realme","905866","6.5939"
"madhya-pradesh","2020","4","Motorola","206156","1.50063"
"madhya-pradesh","2020","4","Apple","195195","1.42085"
"madhya-pradesh","2020","4","Huawei","166594","1.21266"
"madhya-pradesh","2020","4","Micromax","164239","1.19551"
"madhya-pradesh","2020","4","Tecno","157894","1.14933"
"madhya-pradesh","2020","4","Others","1355238","9.86492"
"madhya-pradesh","2021","1","Xiaomi","3826173","25.7838"
"madhya-pradesh","2021","1","Vivo","3171754","21.3738"
"madhya-pradesh","2021","1","Samsung","2620433","17.6586"
"madhya-pradesh","2021","1","Oppo","1846729","12.4447"
"madhya-pradesh","2021","1","Realme","1015817","6.84539"
"madhya-pradesh","2021","1","Motorola","211488","1.42518"
"madhya-pradesh","2021","1","Apple","210736","1.42011"
"madhya-pradesh","2021","1","Tecno","184784","1.24522"
