"State","Year","Quarter","District","Transaction_Count","Transaction_Amount"
"himachal-pradesh","2021","2","kinnaur district","126714","261368000"
"himachal-pradesh","2021","3","solan district","2183306","3233240000"
"himachal-pradesh","2021","3","sirmaur district","681413","1083280000"
"himachal-pradesh","2021","3","shimla district","3421673","6296630000"
"himachal-pradesh","2021","3","bilaspur district","364475","689922000"
"himachal-pradesh","2021","3","hamirpur district","626711","1085440000"
"himachal-pradesh","2021","3","una district","799861","1417390000"
"himachal-pradesh","2021","3","kangra district","1671112","2887490000"
"himachal-pradesh","2021","3","kullu district","730794","1573260000"
"himachal-pradesh","2021","3","mandi district","945135","1753990000"
"himachal-pradesh","2021","3","lahul and spiti district","66765","166377000"
"himachal-pradesh","2021","3","chamba district","426381","769418000"
"himachal-pradesh","2021","3","kinnaur district","146541","353832000"
"himachal-pradesh","2021","4","solan district","2640011","3757890000"
"himachal-pradesh","2021","4","sirmaur district","847647","1363380000"
"himachal-pradesh","2021","4","shimla district","3957985","7356260000"
"himachal-pradesh","2021","4","bilaspur district","430870","844890000"
"himachal-pradesh","2021","4","hamirpur district","717321","1262410000"
"himachal-pradesh","2021","4","una district","1048351","1936770000"
"himachal-pradesh","2021","4","kangra district","2130139","3830140000"
"himachal-pradesh","2021","4","kullu district","1078809","2242410000"
"himachal-pradesh","2021","4","mandi district","1092862","2082660000"
"himachal-pradesh","2021","4","lahul and spiti district","59045","138243000"
"himachal-pradesh","2021","4","chamba district","507614","926401000"
"himachal-pradesh","2021","4","kinnaur district","156210","394761000"
"himachal-pradesh","2022","1","solan district","2993489","3959380000"
"himachal-pradesh","2022","1","sirmaur district","962227","1518000000"
"himachal-pradesh","2022","1","shimla district","4441906","7362840000"
"himachal-pradesh","2022","1","bilaspur district","472169","885425000"
"himachal-pradesh","2022","1","hamirpur district","751389","1264680000"
"himachal-pradesh","2022","1","una district","1164923","2030780000"
"himachal-pradesh","2022","1","kangra district","2261593","3907090000"
"himachal-pradesh","2022","1","kullu district","1100232","2108740000"
"himachal-pradesh","2022","1","mandi district","1201568","2151080000"
"himachal-pradesh","2022","1","lahul and spiti district","46144","90886800"
"himachal-pradesh","2022","1","chamba district","544135","943938000"
"himachal-pradesh","2022","1","kinnaur district","148405","295607000"
"himachal-pradesh","2022","2","solan district","3773789","4536390000"
"himachal-pradesh","2022","2","sirmaur district","1196118","1742900000"
"himachal-pradesh","2022","2","shimla district","5875215","9396930000"
"himachal-pradesh","2022","2","bilaspur district","597379","1083550000"
"himachal-pradesh","2022","2","hamirpur district","1002506","1538460000"
"himachal-pradesh","2022","2","una district","1526243","2532130000"
"himachal-pradesh","2022","2","kangra district","2984544","4846010000"
"himachal-pradesh","2022","2","kullu district","1646598","3292390000"
"himachal-pradesh","2022","2","mandi district","1587222","2700000000"
"himachal-pradesh","2022","2","lahul and spiti district","130570","300236000"
"himachal-pradesh","2022","2","chamba district","727701","1229470000"
"himachal-pradesh","2022","2","kinnaur district","243486","510658000"
"himachal-pradesh","2022","3","solan district","4064523","4837970000"
"himachal-pradesh","2022","3","sirmaur district","1266132","1769420000"
"himachal-pradesh","2022","3","shimla district","8892834","13349300000"
"himachal-pradesh","2022","3","bilaspur district","936750","1447420000"
"himachal-pradesh","2022","3","hamirpur district","934529","1398050000"
"himachal-pradesh","2022","3","una district","1233226","1928980000"
"himachal-pradesh","2022","3","kangra district","3342842","5121570000"
"himachal-pradesh","2022","3","kullu district","1202861","2235780000"
"himachal-pradesh","2022","3","mandi district","1666670","2648670000"
"himachal-pradesh","2022","3","lahul and spiti district","120500","275874000"
"himachal-pradesh","2022","3","chamba district","1270412","1872270000"
"himachal-pradesh","2022","3","kinnaur district","233589","495512000"
"himachal-pradesh","2022","4","solan district","4436709","5065290000"
"himachal-pradesh","2022","4","sirmaur district","1454224","1992000000"
"himachal-pradesh","2022","4","shimla district","9603309","14161000000"
"himachal-pradesh","2022","4","bilaspur district","622642","1042620000"
"himachal-pradesh","2022","4","hamirpur district","1161191","1732020000"
"himachal-pradesh","2022","4","una district","1173607","1902310000"
"himachal-pradesh","2022","4","kangra district","4885938","7430860000"
"himachal-pradesh","2022","4","kullu district","2047414","3430000000"
"himachal-pradesh","2022","4","mandi district","1994054","3034370000"
"himachal-pradesh","2022","4","lahul and spiti district","100747","199706000"
"himachal-pradesh","2022","4","chamba district","831315","1292200000"
"himachal-pradesh","2022","4","kinnaur district","243986","496929000"
"jharkhand","2018","1","ramgarh district","97459","85844900"
"jharkhand","2018","1","ranchi district","356622","434234000"
"jharkhand","2018","1","east singhbhum district","220276","257230000"
"jharkhand","2018","1","jamtara district","21925","37530200"
"jharkhand","2018","1","dumka district","37867","33366400"
"jharkhand","2018","1","koderma district","58922","76001300"
"jharkhand","2018","1","hazaribagh district","150709","171297000"
"jharkhand","2018","1","simdega district","6739","9328080"
"jharkhand","2018","1","garhwa district","47858","105426000"
"jharkhand","2018","1","saraikela kharsawan district","83449","74573900"
"jharkhand","2018","1","gumla district","12079","15422700"
"jharkhand","2018","1","chatra district","28364","48808300"
"jharkhand","2018","1","khunti district","10377","12238500"
"jharkhand","2018","1","dhanbad district","340878","271973000"
"jharkhand","2018","1","godda district","36994","36034000"
"jharkhand","2018","1","deoghar district","70058","91100600"
"jharkhand","2018","1","palamu district","84608","128142000"
"jharkhand","2018","1","latehar district","20416","35121800"
"jharkhand","2018","1","west singhbhum district","34197","38008800"
"jharkhand","2018","1","pakur district","17321","10639900"
"jharkhand","2018","1","lohardaga district","15716","16349300"
"jharkhand","2018","1","sahebganj district","30741","44038700"
"jharkhand","2018","1","giridih district","131905","131410000"
"jharkhand","2018","1","bokaro district","263441","210068000"
"jharkhand","2018","2","ramgarh district","120655","173725000"
"jharkhand","2018","2","ranchi district","501072","820976000"
"jharkhand","2018","2","east singhbhum district","323829","467009000"
"jharkhand","2018","2","jamtara district","33336","65954500"
"jharkhand","2018","2","dumka district","52730","62513800"
"jharkhand","2018","2","koderma district","78447","157457000"
"jharkhand","2018","2","hazaribagh district","214298","371520000"
"jharkhand","2018","2","simdega district","9842","19537000"
"jharkhand","2018","2","garhwa district","80546","248149000"
"jharkhand","2018","2","saraikela kharsawan district","117686","128312000"
"jharkhand","2018","2","gumla district","18470","30300800"
"jharkhand","2018","2","chatra district","42721","103936000"
"jharkhand","2018","2","khunti district","14808","24028500"
"jharkhand","2018","2","dhanbad district","520547","503649000"
"jharkhand","2018","2","godda district","55790","94877100"
"jharkhand","2018","2","deoghar district","96438","148364000"
"jharkhand","2018","2","palamu district","131021","325977000"
"jharkhand","2018","2","latehar district","31244","78012600"
"jharkhand","2018","2","west singhbhum district","49609","69912400"
"jharkhand","2018","2","pakur district","24613","32269200"
"jharkhand","2018","2","lohardaga district","20959","31539400"
"jharkhand","2018","2","sahebganj district","44517","97661900"
"jharkhand","2018","2","giridih district","172783","267172000"
"jharkhand","2018","2","bokaro district","396119","398722000"
"jharkhand","2018","3","ramgarh district","264474","310367000"
"jharkhand","2018","3","ranchi district","1040485","1373310000"
"jharkhand","2018","3","east singhbhum district","716556","825517000"
"jharkhand","2018","3","jamtara district","73849","76580900"
"jharkhand","2018","3","dumka district","151655","133011000"
"jharkhand","2018","3","koderma district","138942","249949000"
"jharkhand","2018","3","hazaribagh district","542701","663718000"
"jharkhand","2018","3","simdega district","13726","25648400"
"jharkhand","2018","3","garhwa district","108433","336404000"
"jharkhand","2018","3","saraikela kharsawan district","290800","265695000"
"jharkhand","2018","3","gumla district","25772","42595600"
"jharkhand","2018","3","chatra district","79849","174207000"
"jharkhand","2018","3","khunti district","21153","44676500"
"jharkhand","2018","3","dhanbad district","2064271","1383330000"
"jharkhand","2018","3","godda district","74223","125755000"
"jharkhand","2018","3","deoghar district","152113","198908000"
"jharkhand","2018","3","palamu district","166304","405649000"
"jharkhand","2018","3","latehar district","44859","121527000"
"jharkhand","2018","3","west singhbhum district","79053","112805000"
"jharkhand","2018","3","pakur district","40103","53636000"
"jharkhand","2018","3","lohardaga district","29529","51299900"
"jharkhand","2018","3","sahebganj district","63020","126227000"
"jharkhand","2018","3","giridih district","334079","457115000"
"jharkhand","2018","3","bokaro district","1606672","1103640000"
"jharkhand","2018","4","ramgarh district","245189","412830000"
"jharkhand","2018","4","ranchi district","997887","1817670000"
"jharkhand","2018","4","east singhbhum district","616640","990454000"
"jharkhand","2018","4","jamtara district","69899","88236100"
"jharkhand","2018","4","dumka district","108716","130200000"
"jharkhand","2018","4","koderma district","145018","347564000"
"jharkhand","2018","4","hazaribagh district","454790","843013000"
"jharkhand","2018","4","simdega district","19546","44876900"
"jharkhand","2018","4","garhwa district","150200","498426000"
"jharkhand","2018","4","saraikela kharsawan district","242853","296733000"
"jharkhand","2018","4","gumla district","35436","74139900"
"jharkhand","2018","4","chatra district","99556","275374000"
"jharkhand","2018","4","khunti district","27189","58660500"
"jharkhand","2018","4","dhanbad district","1062585","1128040000"
"jharkhand","2018","4","godda district","111530","195266000"
"jharkhand","2018","4","deoghar district","152383","236117000"
"jharkhand","2018","4","palamu district","234378","620095000"
"jharkhand","2018","4","latehar district","69590","215460000"
"jharkhand","2018","4","west singhbhum district","94778","161602000"
"jharkhand","2018","4","pakur district","58677","76373300"
"jharkhand","2018","4","lohardaga district","35604","81172000"
"jharkhand","2018","4","sahebganj district","88654","175687000"
"jharkhand","2018","4","giridih district","364032","575696000"
"jharkhand","2018","4","bokaro district","798913","898225000"
"jharkhand","2019","1","ramgarh district","349693","489904000"
"jharkhand","2019","1","ranchi district","1958897","3112740000"
"jharkhand","2019","1","east singhbhum district","909285","1244360000"
"jharkhand","2019","1","jamtara district","92090","106210000"
"jharkhand","2019","1","dumka district","161100","170045000"
"jharkhand","2019","1","koderma district","206484","382616000"
"jharkhand","2019","1","hazaribagh district","658381","1096530000"
"jharkhand","2019","1","simdega district","21230","49042400"
"jharkhand","2019","1","garhwa district","189007","622548000"
"jharkhand","2019","1","saraikela kharsawan district","395831","376317000"
"jharkhand","2019","1","gumla district","44668","89190200"
"jharkhand","2019","1","chatra district","139459","349699000"
"jharkhand","2019","1","khunti district","36962","76762600"
"jharkhand","2019","1","dhanbad district","1390250","1330540000"
"jharkhand","2019","1","godda district","193681","262229000"
"jharkhand","2019","1","deoghar district","204610","311986000"
"jharkhand","2019","1","palamu district","336935","875064000"
"jharkhand","2019","1","latehar district","105495","304873000"
"jharkhand","2019","1","west singhbhum district","132348","203417000"
"jharkhand","2019","1","pakur district","89881","101086000"
"jharkhand","2019","1","lohardaga district","44688","101421000"
"jharkhand","2019","1","sahebganj district","111302","229450000"
"jharkhand","2019","1","giridih district","540524","695057000"
"jharkhand","2019","1","bokaro district","1074907","1046150000"
"jharkhand","2019","2","ramgarh district","331688","593593000"
"jharkhand","2019","2","ranchi district","3147028","5924690000"
"jharkhand","2019","2","east singhbhum district","960100","1506000000"
"jharkhand","2019","2","jamtara district","62476","117513000"
"jharkhand","2019","2","dumka district","120692","195596000"
"jharkhand","2019","2","koderma district","194180","466014000"
"jharkhand","2019","2","hazaribagh district","633673","1332860000"
"jharkhand","2019","2","simdega district","27420","68451200"
"jharkhand","2019","2","garhwa district","205986","744151000"
"jharkhand","2019","2","saraikela kharsawan district","328153","412041000"
"jharkhand","2019","2","gumla district","49344","105886000"
"jharkhand","2019","2","chatra district","145939","427447000"
"jharkhand","2019","2","khunti district","38486","92472200"
"jharkhand","2019","2","dhanbad district","1279110","1614590000"
"jharkhand","2019","2","godda district","143913","298192000"
"jharkhand","2019","2","deoghar district","216404","385121000"
"jharkhand","2019","2","palamu district","330327","1046450000"
"jharkhand","2019","2","latehar district","104321","330417000"
"jharkhand","2019","2","west singhbhum district","127553","243625000"
"jharkhand","2019","2","pakur district","67895","110901000"
"jharkhand","2019","2","lohardaga district","49909","114529000"
"jharkhand","2019","2","sahebganj district","95569","250030000"
"jharkhand","2019","2","giridih district","447860","872871000"
"jharkhand","2019","2","bokaro district","1020185","1369270000"
"jharkhand","2019","3","ramgarh district","466086","666328000"
"jharkhand","2019","3","ranchi district","3924885","6987040000"
"jharkhand","2019","3","east singhbhum district","1439445","1863750000"
"jharkhand","2019","3","jamtara district","74851","142380000"
"jharkhand","2019","3","dumka district","163465","254712000"
"jharkhand","2019","3","koderma district","218889","472984000"
"jharkhand","2019","3","hazaribagh district","917999","1501360000"
"jharkhand","2019","3","simdega district","32543","71672800"
"jharkhand","2019","3","garhwa district","253092","766713000"
"jharkhand","2019","3","saraikela kharsawan district","436371","499190000"
"jharkhand","2019","3","gumla district","60628","120987000"
"jharkhand","2019","3","chatra district","191618","462948000"
"jharkhand","2019","3","khunti district","46902","96459000"
"jharkhand","2019","3","dhanbad district","2290227","1900630000"
"jharkhand","2019","3","godda district","156420","330294000"
"jharkhand","2019","3","deoghar district","344455","555613000"
"jharkhand","2019","3","palamu district","408718","1090920000"
"jharkhand","2019","3","latehar district","144588","398425000"
"jharkhand","2019","3","west singhbhum district","172682","269070000"
"jharkhand","2019","3","pakur district","70296","127897000"
"jharkhand","2019","3","lohardaga district","60724","122598000"
"jharkhand","2019","3","sahebganj district","109215","274001000"
"jharkhand","2019","3","giridih district","498118","876023000"
"jharkhand","2019","3","bokaro district","1738430","1613980000"
"jharkhand","2019","4","ramgarh district","606260","907240000"
"jharkhand","2019","4","ranchi district","4962725","8766490000"
"jharkhand","2019","4","east singhbhum district","1743320","2454310000"
"jharkhand","2019","4","jamtara district","128678","181420000"
"jharkhand","2019","4","dumka district","246083","333226000"
"jharkhand","2019","4","koderma district","300610","620039000"
"jharkhand","2019","4","hazaribagh district","1115893","1919990000"
"jharkhand","2019","4","simdega district","50843","111986000"
"jharkhand","2019","4","garhwa district","353292","1079120000"
"jharkhand","2019","4","saraikela kharsawan district","542522","632387000"
"jharkhand","2019","4","gumla district","88718","182271000"
"jharkhand","2019","4","chatra district","266238","605474000"
"jharkhand","2019","4","khunti district","63682","141760000"
"jharkhand","2019","4","dhanbad district","2966376","2559080000"
"jharkhand","2019","4","godda district","223042","498672000"
"jharkhand","2019","4","deoghar district","411994","652382000"
"jharkhand","2019","4","palamu district","568241","1542920000"
"jharkhand","2019","4","latehar district","178887","527968000"
"jharkhand","2019","4","west singhbhum district","237879","373351000"
"jharkhand","2019","4","pakur district","101976","169186000"
"jharkhand","2019","4","lohardaga district","84315","178315000"
"jharkhand","2019","4","sahebganj district","148678","378367000"
"jharkhand","2019","4","giridih district","664950","1173760000"
"jharkhand","2019","4","bokaro district","2193416","2158050000"
"jharkhand","2020","1","ramgarh district","695324","1086270000"
"jharkhand","2020","1","ranchi district","5132983","10593900000"
"jharkhand","2020","1","east singhbhum district","1934537","3099560000"
"jharkhand","2020","1","jamtara district","110484","209697000"
"jharkhand","2020","1","dumka district","224016","383230000"
"jharkhand","2020","1","koderma district","365431","822440000"
"jharkhand","2020","1","hazaribagh district","1199387","2376850000"
"jharkhand","2020","1","simdega district","64462","137272000"
"jharkhand","2020","1","garhwa district","428582","1339490000"
"jharkhand","2020","1","saraikela kharsawan district","595845","742591000"
"jharkhand","2020","1","gumla district","111756","222111000"
"jharkhand","2020","1","chatra district","313522","788916000"
"jharkhand","2020","1","khunti district","75552","152340000"
"jharkhand","2020","1","dhanbad district","2193642","2650640000"
"jharkhand","2020","1","godda district","249509","564748000"
"jharkhand","2020","1","deoghar district","434837","757609000"
"jharkhand","2020","1","palamu district","715476","2015030000"
"jharkhand","2020","1","latehar district","217475","639364000"
"jharkhand","2020","1","west singhbhum district","285811","454416000"
"jharkhand","2020","1","pakur district","108230","205523000"
"jharkhand","2020","1","lohardaga district","104542","204296000"
"jharkhand","2020","1","sahebganj district","177230","487455000"
"jharkhand","2020","1","giridih district","724320","1422930000"
"jharkhand","2020","1","bokaro district","1819760","2254550000"
"jharkhand","2020","2","ramgarh district","881527","1300900000"
"jharkhand","2020","2","ranchi district","4656822","10380700000"
"jharkhand","2020","2","east singhbhum district","1939867","2840160000"
"jharkhand","2020","2","jamtara district","161843","350691000"
"jharkhand","2020","2","dumka district","259862","469191000"
"jharkhand","2020","2","koderma district","493830","912367000"
"jharkhand","2020","2","hazaribagh district","1409834","2588140000"
"jharkhand","2020","2","simdega district","100085","195028000"
"jharkhand","2020","2","garhwa district","599059","1748700000"
"jharkhand","2020","2","saraikela kharsawan district","587527","766916000"
"jharkhand","2020","2","gumla district","175059","330789000"
"jharkhand","2020","2","chatra district","476954","1108140000"
"jharkhand","2020","2","khunti district","127141","263827000"
"jharkhand","2020","2","dhanbad district","2069288","2849780000"
"jharkhand","2020","2","godda district","342499","727908000"
"jharkhand","2020","2","deoghar district","517347","910854000"
"jharkhand","2020","2","palamu district","977293","2564730000"
"jharkhand","2020","2","latehar district","301760","870606000"
"jharkhand","2020","2","west singhbhum district","384576","582211000"
"jharkhand","2020","2","pakur district","147662","275920000"
"jharkhand","2020","2","lohardaga district","149462","289765000"
"jharkhand","2020","2","sahebganj district","245058","659621000"
"jharkhand","2020","2","giridih district","1094408","1886590000"
"jharkhand","2020","2","bokaro district","2042748","2612710000"
"jharkhand","2020","3","ramgarh district","1222166","1969850000"
"jharkhand","2020","3","ranchi district","6079407","12343800000"
"jharkhand","2020","3","east singhbhum district","2722454","4116730000"
"jharkhand","2020","3","jamtara district","167054","337060000"
"jharkhand","2020","3","dumka district","329425","648063000"
"jharkhand","2020","3","koderma district","670438","1354270000"
"jharkhand","2020","3","hazaribagh district","2043474","3943740000"
"jharkhand","2020","3","simdega district","114037","257056000"
"jharkhand","2020","3","garhwa district","691808","1995620000"
"jharkhand","2020","3","saraikela kharsawan district","813102","1185070000"
"jharkhand","2020","3","gumla district","211669","453944000"
"jharkhand","2020","3","chatra district","553055","1310280000"
"jharkhand","2020","3","khunti district","259453","653804000"
"jharkhand","2020","3","dhanbad district","2897219","4328810000"
"jharkhand","2020","3","godda district","419522","946721000"
"jharkhand","2020","3","deoghar district","696852","1245630000"
"jharkhand","2020","3","palamu district","1186565","3029930000"
"jharkhand","2020","3","latehar district","354462","979876000"
"jharkhand","2020","3","west singhbhum district","471912","884348000"
"jharkhand","2020","3","pakur district","177650","376632000"
"jharkhand","2020","3","lohardaga district","195656","425385000"
"jharkhand","2020","3","sahebganj district","298379","828598000"
"jharkhand","2020","3","giridih district","1577805","3133920000"
"jharkhand","2020","3","bokaro district","2914909","3873520000"
"jharkhand","2020","4","ramgarh district","1794655","3007750000"
"jharkhand","2020","4","ranchi district","8317124","15659900000"
"jharkhand","2020","4","east singhbhum district","4179679","6186130000"
"jharkhand","2020","4","jamtara district","219668","411534000"
"jharkhand","2020","4","dumka district","477931","945886000"
"jharkhand","2020","4","koderma district","1009906","2084560000"
"jharkhand","2020","4","hazaribagh district","3130010","6000420000"
"jharkhand","2020","4","simdega district","159242","394671000"
"jharkhand","2020","4","garhwa district","1066915","3132520000"
"jharkhand","2020","4","saraikela kharsawan district","1193402","1733160000"
"jharkhand","2020","4","gumla district","304672","683638000"
"jharkhand","2020","4","chatra district","803578","1902310000"
"jharkhand","2020","4","khunti district","308867","747007000"
"jharkhand","2020","4","dhanbad district","4393208","6659930000"
"jharkhand","2020","4","godda district","565640","1281360000"
"jharkhand","2020","4","deoghar district","997893","1729900000"
"jharkhand","2020","4","palamu district","1861344","4863830000"
"jharkhand","2020","4","latehar district","528656","1484530000"
"jharkhand","2020","4","west singhbhum district","681181","1292020000"
"jharkhand","2020","4","pakur district","250419","572067000"
"jharkhand","2020","4","lohardaga district","270837","604771000"
"jharkhand","2020","4","sahebganj district","480796","1235490000"
"jharkhand","2020","4","giridih district","2130742","4345310000"
"jharkhand","2020","4","bokaro district","4305268","5846480000"
"jharkhand","2021","1","ramgarh district","1838015","3113020000"
"jharkhand","2021","1","ranchi district","11611641","20516500000"
"jharkhand","2021","1","east singhbhum district","4431654","6647300000"
"jharkhand","2021","1","jamtara district","208526","456839000"
"jharkhand","2021","1","dumka district","485116","1054600000"
"jharkhand","2021","1","koderma district","1058803","2379870000"
"jharkhand","2021","1","hazaribagh district","3539762","6866250000"
"jharkhand","2021","1","simdega district","163159","443426000"
"jharkhand","2021","1","garhwa district","1096691","3661840000"
"jharkhand","2021","1","saraikela kharsawan district","1224133","1846070000"
"jharkhand","2021","1","gumla district","300767","700017000"
"jharkhand","2021","1","chatra district","839701","2171990000"
"jharkhand","2021","1","khunti district","464048","1047600000"
"jharkhand","2021","1","dhanbad district","4584110","6811990000"
"jharkhand","2021","1","godda district","584620","1457350000"
"jharkhand","2021","1","deoghar district","1017919","1876180000"
"jharkhand","2021","1","palamu district","2014288","5697480000"
"jharkhand","2021","1","latehar district","546679","1732340000"
"jharkhand","2021","1","west singhbhum district","670523","1322370000"
"jharkhand","2021","1","pakur district","263883","682145000"
"jharkhand","2021","1","lohardaga district","259945","625119000"
"jharkhand","2021","1","sahebganj district","517329","1456520000"
"jharkhand","2021","1","giridih district","2479885","5277170000"
"jharkhand","2021","1","bokaro district","4420466","5905360000"
"jharkhand","2021","2","ramgarh district","2288585","3877530000"
"jharkhand","2021","2","ranchi district","12803752","24097100000"
"jharkhand","2021","2","east singhbhum district","4844508","7485480000"
"jharkhand","2021","2","jamtara district","268046","576324000"
"jharkhand","2021","2","dumka district","579153","1248080000"
"jharkhand","2021","2","koderma district","1572074","3471430000"
"jharkhand","2021","2","hazaribagh district","4311550","8773100000"
"jharkhand","2021","2","simdega district","204689","556207000"
"jharkhand","2021","2","garhwa district","1508109","4795350000"
"jharkhand","2021","2","saraikela kharsawan district","1440421","2222710000"
"jharkhand","2021","2","gumla district","389400","873033000"
"jharkhand","2021","2","chatra district","1183845","3030530000"
"jharkhand","2021","2","khunti district","623106","1375110000"
"jharkhand","2021","2","dhanbad district","5334482","8209160000"
"jharkhand","2021","2","godda district","788804","1898250000"
"jharkhand","2021","2","deoghar district","1262537","2376010000"
"jharkhand","2021","2","palamu district","2758556","7542920000"
"jharkhand","2021","2","latehar district","706554","2053010000"
"jharkhand","2021","2","west singhbhum district","794591","1521310000"
"jharkhand","2021","2","pakur district","337610","833573000"
"jharkhand","2021","2","lohardaga district","339384","800494000"
"jharkhand","2021","2","sahebganj district","703625","1910520000"
"jharkhand","2021","2","giridih district","3689998","7492830000"
"jharkhand","2021","2","bokaro district","5268766","7412510000"
"jharkhand","2021","3","ramgarh district","2997440","4729140000"
"jharkhand","2021","3","ranchi district","18164412","29840700000"
"jharkhand","2021","3","east singhbhum district","6664581","9865150000"
"jharkhand","2021","3","jamtara district","309392","648847000"
"jharkhand","2021","3","dumka district","738218","1457490000"
"jharkhand","2021","3","koderma district","1915108","3791280000"
"jharkhand","2021","3","hazaribagh district","5890582","10260700000"
"jharkhand","2021","3","simdega district","250147","660900000"
"jharkhand","2021","3","garhwa district","1683530","4548790000"
"jharkhand","2021","3","saraikela kharsawan district","1902736","2794550000"
"jharkhand","2021","3","gumla district","476983","1094150000"
"jharkhand","2021","3","chatra district","1402714","3145220000"
"jharkhand","2021","3","khunti district","788933","1555490000"
"jharkhand","2021","3","dhanbad district","7087770","10358700000"
"jharkhand","2021","3","godda district","942468","2073830000"
"jharkhand","2021","3","deoghar district","1605675","2727740000"
"jharkhand","2021","3","palamu district","3314946","7464640000"
"jharkhand","2021","3","latehar district","854352","2134940000"
"jharkhand","2021","3","west singhbhum district","1029963","1879540000"
"jharkhand","2021","3","pakur district","429912","996154000"
"jharkhand","2021","3","lohardaga district","433222","973485000"
"jharkhand","2021","3","sahebganj district","902632","2163110000"
"jharkhand","2021","3","giridih district","4225858","7817410000"
"jharkhand","2021","3","bokaro district","6784128","8909130000"
"jharkhand","2021","4","ramgarh district","3983583","6432500000"
"jharkhand","2021","4","ranchi district","24545152","39912500000"
"jharkhand","2021","4","east singhbhum district","8580079","12866300000"
"jharkhand","2021","4","jamtara district","420110","899431000"
"jharkhand","2021","4","dumka district","1007415","1995980000"
"jharkhand","2021","4","koderma district","2621669","5203980000"
"jharkhand","2021","4","hazaribagh district","7977180","13886600000"
"jharkhand","2021","4","simdega district","337680","938426000"
"jharkhand","2021","4","garhwa district","2450056","6434560000"
"jharkhand","2021","4","saraikela kharsawan district","2464688","3572570000"
"jharkhand","2021","4","gumla district","636433","1527040000"
"jharkhand","2021","4","chatra district","1941040","4513040000"
"jharkhand","2021","4","khunti district","1041603","2066590000"
"jharkhand","2021","4","dhanbad district","9479444","14274500000"
"jharkhand","2021","4","godda district","1280918","2759420000"
"jharkhand","2021","4","deoghar district","2254328","3870690000"
"jharkhand","2021","4","palamu district","4766385","10484200000"
"jharkhand","2021","4","latehar district","1244068","3090430000"
"jharkhand","2021","4","west singhbhum district","1326606","2426160000"
"jharkhand","2021","4","pakur district","569777","1387820000"
"jharkhand","2021","4","lohardaga district","573613","1354290000"
"jharkhand","2021","4","sahebganj district","1245223","2906820000"
"jharkhand","2021","4","giridih district","5962192","11092200000"
"jharkhand","2021","4","bokaro district","9299800","12121100000"
"jharkhand","2022","1","ramgarh district","4563913","7357520000"
"jharkhand","2022","1","ranchi district","28253540","46123300000"
"jharkhand","2022","1","east singhbhum district","9576498","14369200000"
"jharkhand","2022","1","jamtara district","509710","1146920000"
"jharkhand","2022","1","dumka district","1217056","2515250000"
"jharkhand","2022","1","koderma district","3110218","6307770000"
"jharkhand","2022","1","hazaribagh district","9038043","16229100000"
"jharkhand","2022","1","simdega district","404144","1158230000"
"jharkhand","2022","1","garhwa district","3083712","8114730000"
"jharkhand","2022","1","saraikela kharsawan district","2898782","4186520000"
"jharkhand","2022","1","gumla district","754224","1879870000"
"jharkhand","2022","1","chatra district","2374388","5533040000"
"jharkhand","2022","1","khunti district","1216509","2485230000"
"jharkhand","2022","1","dhanbad district","10895145","16014300000"
"jharkhand","2022","1","godda district","1566829","3345310000"
"jharkhand","2022","1","deoghar district","2703664","4605820000"
"jharkhand","2022","1","palamu district","5805932","13079800000"
"jharkhand","2022","1","latehar district","1472028","3766470000"
"jharkhand","2022","1","west singhbhum district","1552052","2898890000"
"jharkhand","2022","1","pakur district","707821","1905980000"
"jharkhand","2022","1","lohardaga district","689219","1639020000"
"jharkhand","2022","1","sahebganj district","1485645","3691130000"
"jharkhand","2022","1","giridih district","7126103","13042900000"
"jharkhand","2022","1","bokaro district","9906035","13303800000"
"jharkhand","2022","2","ramgarh district","5430685","8627260000"
"jharkhand","2022","2","ranchi district","33436768","52558500000"
"jharkhand","2022","2","east singhbhum district","10983841","16074000000"
"jharkhand","2022","2","jamtara district","619795","1258720000"
"jharkhand","2022","2","dumka district","1462611","2887200000"
"jharkhand","2022","2","koderma district","3886718","7755150000"
"jharkhand","2022","2","hazaribagh district","11022611","19190200000"
"jharkhand","2022","2","simdega district","476399","1301750000"
"jharkhand","2022","2","garhwa district","3818360","9098350000"
"jharkhand","2022","2","saraikela kharsawan district","3466392","4759690000"
"jharkhand","2022","2","gumla district","894409","2129820000"
"jharkhand","2022","2","chatra district","2879443","6243400000"
"jharkhand","2022","2","khunti district","1517634","3011230000"
"jharkhand","2022","2","dhanbad district","12714016","18944500000"
"jharkhand","2022","2","godda district","1939947","3891620000"
"jharkhand","2022","2","deoghar district","3358367","5576370000"
"jharkhand","2022","2","palamu district","7012344","14888000000"
"jharkhand","2022","2","latehar district","1795281","3972330000"
"jharkhand","2022","2","west singhbhum district","1845089","3224900000"
"jharkhand","2022","2","pakur district","842074","2166510000"
"jharkhand","2022","2","lohardaga district","801026","1806960000"
"jharkhand","2022","2","sahebganj district","1792974","4274420000"
"jharkhand","2022","2","giridih district","9232036","16357000000"
"jharkhand","2022","2","bokaro district","11696455","15638300000"
"jharkhand","2022","3","ramgarh district","5408270","7941970000"
"jharkhand","2022","3","ranchi district","39158673","58067100000"
"jharkhand","2022","3","east singhbhum district","19160036","27908200000"
"jharkhand","2022","3","jamtara district","676421","1260620000"
